which|WDT|BODY_6:BODY_5:ABSTRACT_4:BODY_13:BODY_2:BODY_3:BODY_10:BODY_4:ABSTRACT_7:BODY_7:BODY_9|1
the benes network|DT NNS NN|ABSTRACT_3|0
a general method|DT JJ NN|ABSTRACT_2|0
time slot sorters|NN NN NNS|ABSTRACT_4|0
multiplexed optical multiprocessors|VBD JJ NNS|ABSTRACT_13|0
pipelined systems|VBD NNS|ABSTRACT_11|0
s/sub n/|NN NN|ABSTRACT_2|0
the problem|DT NN|ABSTRACT_6|0
( tsis|-LRB- NN|ABSTRACT_3|0
n|NN|BODY_6:BODY_5:BODY_13:BODY_2:BODY_3:BODY_14:BODY_4:BODY_7:BODY_8:BODY_9|1
the k stage|DT NN NN|BODY_6:BODY_5:BODY_2:BODY_1:BODY_3:BODY_4:BODY_7|0
a k stage|DT NN NN|BODY_6:BODY_11:BODY_2:BODY_1:BODY_4:BODY_10:BODY_7:BODY_9|0
a bitonic sequence|DT JJ NN|BODY_6:BODY_5:BODY_1:BODY_2:BODY_3:BODY_10:BODY_4:BODY_8|0
fig|NN|BODY_5:BODY_2:BODY_1:BODY_3:BODY_4:BODY_7:BODY_8|0
the frame delay|DT NN NN|BODY_6:BODY_5:BODY_2:BODY_1:BODY_4:BODY_7:BODY_8|0
d|NN|BODY_11:BODY_15:BODY_2:BODY_1:BODY_3:BODY_4:BODY_8:BODY_9|0
s|PRP|BODY_6:BODY_5:BODY_2:BODY_1:BODY_3:BODY_4:BODY_9|0
frame integrity|NN NN|BODY_12:BODY_6:BODY_2:BODY_3:BODY_4:BODY_7:BODY_8|0
l|JJ|BODY_2:BODY_3:BODY_7|0
the same serial hardware|DT JJ NN NN|BODY_2|1
time multiplexing multiple computers|NN JJ JJ NNS|BODY_1|1
a time slot interchanger|DT NN NN NN|BODY_2:BODY_3|0
c|NN|BODY_6:BODY_2:BODY_1:BODY_3:BODY_4:BODY_7:BODY_8:BODY_9|0
a time slot sorter|DT NN NN NN|BODY_2:BODY_9|0
( n 3 )|-LRB- NN CD -RRB-|BODY_6:BODY_4|0
a lumped delay diagram|DT JJ NN NN|BODY_2|0
a basic bitonic sequence|DT JJ JJ NN|BODY_5:BODY_2|0
2i +1) m -1|CD NN NN NN|BODY_17|0
the q -bit comparison|DT JJ NN NN|BODY_2|0
a q -bit comparison|DT NN NN NN|BODY_4|0
n q each instance|RB NN DT NN|BODY_2|0
ascending and descending order|VBG CC VBG NN|BODY_5:BODY_4|0
switches and control complexities|NNS CC NN NNS|BODY_3|0
each|DT|BODY_12:BODY_6:BODY_3:BODY_10:BODY_4:BODY_8|0
the feedback k stage|DT NN NN NN|BODY_4|0
two way perfect shuffle|CD NN JJ NN|BODY_2|0
both loss and crosstalk|DT NN CC NN|BODY_1:BODY_4|0
n /2 magnitude comparators|NN CD NN NNS|BODY_4|0
an associated frame delay|DT VBN NN NN|BODY_3|0
the benes v network|DT NNS RB NN|BODY_4|0
a 2-way bitonic decomposition|DT JJ JJ NN|BODY_2|0
the batcher bitonic sorter|DT NN JJ NN|BODY_2|0
the resulting bitonic sequence|DT VBG JJ NN|BODY_1|0
forward dilated serial array|RB JJ NN NN|BODY_2|0
a fixed length frame|DT JJ NN NN|BODY_5:BODY_7|0
whose basic building blocks|WP$ JJ NN NNS|BODY_6|0
the serial array tsis|DT JJ NN NN|BODY_3|0
the looping control algorithm|DT NN NN NN|BODY_2|0
the rjs control parallelism|DT JJ NN NN|BODY_2|0
the serial array l|DT JJ NN NN|BODY_3|0
the same time slots|DT JJ NN NNS|BODY_8|0
the left c -=|DT JJ NN JJ|BODY_6|0
one serial output frame|CD NN NN NN|BODY_7|0
each temporal switching point|DT JJ VBG NN|BODY_3|0
the smallest p elements|DT JJS JJ NNS|BODY_3|0
( n 2 )|-LRB- NN CD -RRB-|BODY_2|0
a q -bit comparator|DT NN NN NN|BODY_5|0
only one switch input|RB CD NN NN|BODY_2|0
o ( nw )|IN -LRB- NN -RRB-|BODY_10|0
a given input frame|DT VBN NN NN|BODY_5|0
the given bitonic sequence|DT VBN JJ NN|BODY_6|0
an increased frame delay|DT VBN NN NN|BODY_11|0
more than one slot|JJR IN CD NN|BODY_2|0
times frame disjoint pairs|NNS NN NN NNS|BODY_15|0
a modified k stage|DT VBN NN NN|BODY_1|0
a two elements sequence|DT CD NNS NN|BODY_1|0
hunter and smith [7|NN CC NN NNS|BODY_1|0
such a k stage|JJ DT NN NN|BODY_3|0
the same optical elements|DT JJ JJ NNS|BODY_3|0
the l network results|DT JJ NN NNS|BODY_2|0
a temporal exchange structure|DT JJ NN NN|BODY_2|0
d # k )|JJ # NN -RRB-|BODY_5|0
# x figure 1|# SYM NN CD|BODY_3|0
out control figure 5|IN NN NN CD|BODY_7|0
a simple stage capable|DT JJ NN JJ|BODY_3|0
( nn frame delay|-LRB- NN NN NN|BODY_10|0
the bitonic decomposi- tion|DT JJ NNS NN|BODY_4|0
the second half frames|DT JJ NN NNS|BODY_10|0
a 2-2 exchange switch|DT JJ NN NN|BODY_6|0
( nn 2 t|-LRB- NN CD NN|BODY_11|0
the standard mathematical notation|DT JJ JJ NN|BODY_2|0
distinctly different switch counts|RB JJ NN NNS|BODY_5|0
a potentially lossy switch|DT RB JJ NN|BODY_6|0
an optimal switch requirement|DT JJ NN NN|BODY_2|0
the other two architectures|DT JJ CD NNS|BODY_3|0
* and both sort|JJ CC DT NN|BODY_2|0
a single bit comparator|DT JJ NN NN|BODY_2|0
both n and m|DT NN CC NN|BODY_5|0
any input and output|DT NN CC NN|BODY_5|0
( nn bit comparisons|-LRB- NN NN NNS|BODY_5|0
the original recursive definition|DT JJ JJ NN|BODY_3|0
the extra delay h|DT JJ NN NN|BODY_7|0
a bitonic time sequence|DT JJ NN NN|BODY_2|0
i ( i stages|NN -LRB- NN NNS|BODY_2|0
) # figure 2|-RRB- # NN CD|BODY_9|0
a bitonic sequence c|DT JJ NN NN|BODY_4|0
one fewer switch crossing|CD JJR NN NN|BODY_8|0
o4 o6 figure 3|CD IN NN CD|BODY_20|0
the first unconnected pair|DT JJ JJ NN|BODY_18|0
the hardware complexity varies|DT NN NN VBZ|BODY_9|0
this time slot interchanger|DT NN NN NN|BODY_4|0
a q-way bitonic decomposition|DT JJ JJ NN|BODY_3|0
the sets lemma 2|DT NNS NN CD|BODY_8|0
a major system component|DT JJ NN NN|BODY_2|0
the single header bit|DT JJ NN NN|BODY_4|0
the lower output position|DT JJR NN NN|BODY_4|0
n /2 slot times|RB CD NN NNS|BODY_2|0
the first ( log|DT JJ -LRB- NN|BODY_3|0
an associated delay d|DT JJ NN NN|BODY_5|0
its paired time slot|PRP$ VBN NN NN|BODY_7|0
only a single bit|RB DT JJ NN|BODY_8|0
the other two algorithms|DT JJ CD NNS|BODY_1|0
the fixed control bits|DT VBN NN NNS|BODY_2|0
several space domain networks|JJ NN NN NNS|BODY_2|0
a separate exchange switch|DT JJ NN NN|BODY_4|0
two simultaneous input signals|CD JJ NN NNS|BODY_5|0
a k ( m|DT NN -LRB- NN|BODY_1|0
increasing or decreasing order|VBG CC VBG NN|BODY_7|0
the time domain version|DT NN NN NN|BODY_6|0
its pair interchange property|PRP$ NN NN NN|BODY_10|0
the previous notation ses|DT JJ NN NNS|BODY_2|0
a two dimensional diagram|DT CD JJ NN|BODY_6|0
stagesq ( q +1|JJ -LRB- NN NN|BODY_5|0
a five terminal device|DT CD JJ NN|BODY_2|0
a serial memory [3|DT JJ NN NNS|BODY_5|0
the sorting order pattern|DT JJ NN NN|BODY_3|0
an individual k stage|DT JJ NN NN|BODY_2|0
the unique rightmost stage|DT JJ JJ NN|BODY_1|0
the batcher bitonic sorters|DT NN JJ NNS|BODY_5|0
the rjs time slot|DT JJ NN NN|BODY_1|0
a descending monotonic sequence|DT VBG JJ NN|BODY_7|0
the correct sorting order|DT JJ JJ NN|BODY_12|0
an exchange stage k|DT NN NN NN|BODY_5|0
each t n m|DT JJ NN NN|BODY_3|0
2 -c - q|CD NN : NN|BODY_6|0
a fixed length delay|DT VBN NN NN|BODY_9|0
k ( m )|NN -LRB- NN -RRB-|BODY_9|0
an n bit comparator|DT RB NN NN|BODY_7|0
a single bit control|DT JJ NN NN|BODY_6|0
the first contraction transformation|DT JJ NN NN|BODY_2|0
a decreasing order output|DT VBG NN NN|BODY_11|0
the perfect shuffle permutation|DT JJ NN NN|BODY_2|0
the full switching capability|DT JJ NN NN|BODY_3|0
the higher tdm levels|DT JJR NN NNS|BODY_4|0
a time domain equivalent|DT NN NN NN|BODY_1|0
the form n /4|DT NN NN NNS|BODY_4|0
the most extensive use|DT RBS JJ NN|BODY_1|0
multiple space channels [9]|JJ NN NNS NN|BODY_6|0
an n slot frame|DT NN NN NN|BODY_8|0
( decreasing ) order|-LRB- NN -RRB- NN|BODY_6|0
the rjs looping control|DT NN NN NN|BODY_1|0
the next time point|DT JJ NN NN|BODY_4|0
a bitonic sorting network|DT JJ NN NN|BODY_1|0
the basic building block|DT JJ NN NN|BODY_1|0
the explicit feedback delay|DT JJ NN NN|BODY_4|0
2-way decomposition q times|JJ NN NN NNS|BODY_9|0
at least two parts|IN JJS CD NNS|BODY_10|0
the first half frame|DT JJ NN NN|BODY_6|0
the first row orders|DT JJ NN NNS|BODY_1|0
the batcher sorting network|DT NN VBG NN|BODY_1|0
the higher output position|DT JJR NN NN|BODY_4|0
two input magnitude comparators|CD NN NN NNS|BODY_9|0
a fiber optic implementation|DT NN JJ NN|BODY_1|0
the serial array interchangers|DT JJ NN NNS|BODY_1|0
a space division switch|DT NN NN NN|BODY_4|0
the earlier arriving slot|DT JJR VBG NN|BODY_6|0
a one slot delay|DT CD NN NN|BODY_9|0
a time slot permuter|DT NN NN NN|BODY_3|0
the total frame delay|DT JJ NN NN|BODY_1|0
the local control complexity|DT JJ NN NN|BODY_1|0
erbium doped fiber amplifiers|NN JJ NN NNS|BODY_4|0
the feedback loop delay|DT NN NN NN|BODY_9|0
time slots|NN NNS|BODY_6:BODY_5:BODY_15:BODY_3:BODY_7|0
transposition units|NN NNS|BODY_6:BODY_5:BODY_2:BODY_10|0
stages|NNS|BODY_12:BODY_6:BODY_5:BODY_1:BODY_2:BODY_3|0
this|DT|BODY_1:BODY_2:BODY_3|0
the lambda permuter|DT NN NN|BODY_5:BODY_1:BODY_4:BODY_8|1
the benes|DT NNS|BODY_11:BODY_2:BODY_4:BODY_9|0
n /2 ses|NN CD NNS|BODY_5:BODY_17:BODY_3|0
a single bit|DT JJ NN|BODY_5:BODY_3:BODY_4|1
the time slot|DT NN NN|BODY_6:BODY_5:BODY_4|0
a frame|DT NN|BODY_5:BODY_2:BODY_24:BODY_3:BODY_4|0
the slot|DT NN|BODY_2:BODY_3:BODY_10:BODY_9|0
the frame|DT NN|BODY_6:BODY_3:BODY_10:BODY_4:BODY_9|0
the control|DT NN|BODY_6:BODY_5:BODY_13:BODY_2:BODY_4|0
the l network|DT JJ NN|BODY_6:BODY_13:BODY_1:BODY_3:BODY_4|0
stage|NN|BODY_5:BODY_2:BODY_3:BODY_4:BODY_8|0
the sorting order|DT NN NN|BODY_5:BODY_1:BODY_3|0
the bar state|DT NN NN|BODY_5:BODY_2:BODY_3:BODY_9|0
the stage|DT NN|BODY_6:BODY_5:BODY_22:BODY_4:BODY_7:BODY_8:BODY_30|0
the delay|DT NN|BODY_5:BODY_1:BODY_3:BODY_10:BODY_4|0
two time slots|CD NN NNS|BODY_11:BODY_2|1
the rjs permuter|DT NN NN|BODY_6:BODY_5:BODY_2:BODY_4|0
order|NN|BODY_6:BODY_11:BODY_5:BODY_3:BODY_7:BODY_8:BODY_9|0
time slot interchange|NN NN NN|BODY_5|1
an important characteristic|DT JJ NN|BODY_3|1
the destination tags|DT NN NNS|BODY_2:BODY_1:BODY_7|0
n time slots|NN NN NNS|BODY_6:BODY_3|0
any signal crosses|DT NN NNS|BODY_8|1
a better choice|DT JJR NN|BODY_3|1
the sorter|DT NN|BODY_5:BODY_2:BODY_1:BODY_3|1
multiprocessor interconnection networks|JJ NN NNS|BODY_6|1
each stage|DT NN|BODY_2:BODY_3:BODY_7|0
single bit control|JJ NN NN|BODY_9|1
space domain switches|NN NN NNS|BODY_6|1
the time domain|DT NN NN|BODY_1:BODY_3:BODY_4|0
the control input|DT NN NN|BODY_3:BODY_4|0
o ( n|IN -LRB- NN|BODY_6:BODY_3:BODY_10|0
one|CD|BODY_6:BODY_12:BODY_5:BODY_3:BODY_8|0
b|NN|BODY_13:BODY_2:BODY_3:BODY_4:BODY_7|0
loss and crosstalk|NN CC NN|BODY_5:BODY_2|0
the switch|DT NN|BODY_6:BODY_5:BODY_2:BODY_1:BODY_7|0
a frame delay|DT NN NN|BODY_6:BODY_4|0
one slot time|CD NN NN|BODY_15:BODY_9|0
that|DT|BODY_12:BODY_5:BODY_2:BODY_8|0
the transposition unit|DT NN NN|BODY_2:BODY_1|0
the cross state|DT NN NN|BODY_2:BODY_3|0
the exchange switch|DT NN NN|BODY_5:BODY_2|0
q|NN|BODY_2:BODY_3:BODY_4|0
long time slots|JJ NN NNS|BODY_5:BODY_2|0
optical exchange switches|JJ NN NNS|BODY_1:BODY_2|0
the cascade branch|DT NN NN|BODY_1:BODY_4:BODY_8|0
# k )|# NN -RRB-|BODY_8:BODY_9|0
a permutation|DT NN|BODY_23:BODY_1:BODY_3:BODY_10:BODY_8|0
the same order|DT JJ NN|BODY_5:BODY_3|0
the first slot|DT JJ NN|BODY_5|0
a switch setting|DT NN NN|BODY_3|0
the modified benes|DT VBN NNS|BODY_6:BODY_3|0
the batcher sorter|DT NN NN|BODY_2:BODY_4|0
each control point|DT NN NN|BODY_6:BODY_7|0
the control inputs|DT NN NNS|BODY_5:BODY_2|0
the whole array|DT JJ NN|BODY_6:BODY_3|0
even small systems|RB JJ NNS|BODY_2|0
multiple tdm channel|JJ NN NN|BODY_2|0
optical tsi systems|JJ JJ NNS|BODY_2|0
the control computation|DT NN NN|BODY_2|0
an optical implementation|DT JJ NN|BODY_2:BODY_1|0
an integral number|DT JJ NN|BODY_6:BODY_2|0
m slot times|NN NN NNS|BODY_12:BODY_29|0
the time slots|DT NN NNS|BODY_2:BODY_4|0
( nw )|-LRB- NN -RRB-|BODY_12:BODY_11|0
the pipelined form|DT JJ NN|BODY_3|0
a slot time|DT NN NN|BODY_3|0
the above discussion|DT JJ NN|BODY_3|0
data and tags|NNS CC NNS|BODY_5|0
two bitonic sequences|CD JJ NNS|BODY_4:BODY_8|0
the control delay|DT NN NN|BODY_1:BODY_8|0
a given comparator|DT VBN NN|BODY_5|0
the vertical axis|DT JJ NN|BODY_2|0
a great deal|DT JJ NN|BODY_6|0
the other networks|DT JJ NNS|BODY_2|0
time mapping scheme|NN NN NN|BODY_2|0
control point j|NN NN NN|BODY_6:BODY_7|0
the control space|DT VB NN|BODY_1:BODY_3:BODY_9|0
their optical implementa|PRP$ JJ NN|BODY_7|0
the q=2 case|DT NN NN|BODY_2|0
a stage sorts|DT NN NNS|BODY_6|0
the frame length|DT NN NN|BODY_4|0
the general case|DT JJ NN|BODY_5|0
the same techniques|DT JJ NNS|BODY_3|0
the 2nd slot|DT JJ NN|BODY_7|0
a transposition unit|DT NN NN|BODY_9|0
k stages|NN NNS|BODY_5:BODY_15:BODY_21:BODY_2:BODY_1|0
the input stream|DT NN NN|BODY_8|0
the bitonic decomposition|DT JJ NN|BODY_1:BODY_2|0
an input vector|DT NN NN|BODY_2|0
the tsis described|DT NN VBN|BODY_2|0
multiple time slots|JJ NN NNS|BODY_5|0
n and b|RB CC NN|BODY_4:BODY_8|0
the low order|DT JJ NN|BODY_24|0
/2 bit comparisons|CD NN NNS|BODY_2|0
each remaining stage|DT VBG NN|BODY_1|0
control point|NN NN|BODY_2:BODY_10:BODY_4:BODY_9|0
the permutation capability|DT NN NN|BODY_1:BODY_2|0
a word comparator|DT NN NN|BODY_5|0
=  state|SYM NN NN|BODY_4|0
the last slot|DT JJ NN|BODY_3|0
the time|DT NN|BODY_6:BODY_5:BODY_13:BODY_2|0
the switch delays|DT NN NNS|BODY_2|0
c and c|NN CC NN|BODY_4|0
the index i|DT NN NN|BODY_3|0
time domain permutation|NN NN NN|BODY_2|0
times|NNS|BODY_15:BODY_10:BODY_4:BODY_7|1
a non-trivial permutation|DT JJ NN|BODY_2|0
either d k|DT VBD NN|BODY_10|0
n -1 groups|NN NN NNS|BODY_2|0
the stage number|DT NN NN|BODY_6|0
an architectural technique|DT JJ NN|BODY_2|0
its control needs|PRP$ NN NNS|BODY_5|0
the upper half|DT JJ NN|BODY_13|0
delay n /2|NN NN NNP|BODY_4|0
-1 slot intervals|NN NN NNS|BODY_2|0
the exchange state|DT NN NN|BODY_14|0
essentially a concatenation|RB DT NN|BODY_5|0
word level comparis|NN NN NN|BODY_3|0
2log 2 n|RB CD NN|BODY_3|0
the batcher network|DT NN NN|BODY_2|0
parallel control computation|JJ NN NN|BODY_2|0
a linear array|DT JJ NN|BODY_2|0
c and proof|NN CC NN|BODY_4|0
a control point|DT NN NN|BODY_12:BODY_4|0
all the architectures|PDT DT NNS|BODY_3|0
a multistage network|DT NN NN|BODY_2|0
an arbitrary permutation|DT JJ NN|BODY_6|0
only transposition units|RB NN NNS|BODY_5|0
either transposition units|DT NN NNS|BODY_7|0
the left stage|DT VBN NN|BODY_8|0
disjoint pair exchanges|JJ VB NNS|BODY_8:BODY_9|0
optical signal restoration|JJ NN NN|BODY_3|0
the switch control|DT NN NN|BODY_3|0
the tsi architectures|DT NN NNS|BODY_3|0
the delay line|DT NN NN|BODY_3|0
a serial array|DT JJ NN|BODY_4|0
the p subsequences|DT NN NNS|BODY_13|0
a cyclic shift|DT JJ NN|BODY_4|0
its sequential position|PRP$ JJ NN|BODY_6|0
a monotonic sequence|DT JJ NN|BODY_7|0
just a column|RB DT NN|BODY_2|0
the sequential construction|DT JJ NN|BODY_4|0
a switching network|DT NN NN|BODY_5|0
m  x|NN NN NN|BODY_5|0
1 d 0|CD VBD CD|BODY_6|0
the outer product|DT JJ NN|BODY_4|0
all the tsis|DT DT NN|BODY_4|0
the control decision|DT NN NN|BODY_12|0
single k stages|JJ NN NNS|BODY_7|0
a second form|DT JJ NN|BODY_8|0
the input sequence|DT NN NN|BODY_4|0
the l n|DT JJ RB|BODY_3|0
the relative order|DT JJ NN|BODY_2|0
the output|DT NN|BODY_2:BODY_3:BODY_9|0
n /2 sorts|NN CD NNS|BODY_8|0
one final stage|CD JJ NN|BODY_5|0
the second slot|DT JJ NN|BODY_8|0
a parallel construction|DT NN NN|BODY_6|0
a shuffle connection|DT NN NN|BODY_6|0
a destination tag|DT NN NN|BODY_16|0
latch figure 8|NN NN CD|BODY_5|0
the guard bands|DT NN NNS|BODY_6|0
the lower half|DT JJR NN|BODY_10|0
the n /2|DT RB IN|BODY_11|0
the delay loop|DT NN NN|BODY_11|0
( n -n|-LRB- NN NN|BODY_3|0
the explicit delay|DT JJ NN|BODY_7|0
(2-2 ) exchange|NN -RRB- NN|BODY_5|0
k ( n|NN -LRB- NN|BODY_5|0
the output stream|DT NN NN|BODY_6|0
the looping algorithm|DT NN NN|BODY_1|0
the header bits|DT NN NNS|BODY_10|0
one such stage|CD JJ NN|BODY_3|0
switching and delays|VBG CC NNS|BODY_2|0
a shuffle permutation|DT NN NN|BODY_2|0
the 1st slot|DT JJ NN|BODY_5|0
h +d )|JJ NN -RRB-|BODY_14|0
spatial permutation networks|JJ NN NNS|BODY_3|0
longer exchange slots|JJR NN NNS|BODY_4|0
corresponding k stages|JJ NN NNS|BODY_7|0
-way bitonic decomposition|RB JJ NN|BODY_3|0
the lower tag|DT JJR NN|BODY_3|0
a direct correspondence|DT JJ NN|BODY_2|0
one serial input|CD NN NN|BODY_4|0
the above construction|DT JJ NN|BODY_9|0
each building block|DT NN NN|BODY_8|0
a 2 q|DT CD NN|BODY_4|0
cascade branch representation|NN NN NN|BODY_10|0
small noise signals|JJ NN NNS|BODY_4|0
numbered time slots|VBN NN NNS|BODY_7|0
q interacting slots|JJ VBG NNS|BODY_26|0
two monotonic sequences|CD JJ NNS|BODY_4|0
the feedback delay|DT NN NN|BODY_7:BODY_9|0
n /2|RB CD|BODY_2:BODY_3|0
such a structure|JJ DT NN|BODY_4|0
their switching rate|PRP$ VBG NN|BODY_3|0
n /2 numbers|RB CD NNS|BODY_4|0
the minimum number|DT JJ NN|BODY_4|0
t n m|NN NN NN|BODY_10|0
v network b|NN NN NN|BODY_4|0
greater than one|JJR IN CD|BODY_4|0
n /2 comparators|NN CD NNS|BODY_5|0
different control points|JJ NN NNS|BODY_4|0
a regular pattern|DT JJ NN|BODY_5|0
an data packet|DT NN NN|BODY_4|0
input and output|NN CC NN|BODY_5|0
a second phase|DT JJ NN|BODY_6|0
an integer multiple|DT NN NN|BODY_3|0
all slot times|DT NN NNS|BODY_8|0
low speed opera|JJ NN NN|BODY_2|0
the control points|DT NN NNS|BODY_5|0
a slot traverses|DT NN NNS|BODY_5|0
n -1 )|RB NN -RRB-|BODY_6|0
the previous section|DT JJ NN|BODY_6|0
each major group|DT JJ NN|BODY_1|0
input destination tags|NN NN NNS|BODY_5|0
the 2 q|DT CD JJ|BODY_16|0
the second row|DT JJ NN|BODY_2|0
the 3db coupler|DT NN NN|BODY_6|0
one delay line|CD NN NN|BODY_4|0
the feed-forward version|DT JJ NN|BODY_5|0
n -bit comparison|NN JJ NN|BODY_4|0
some design problems|DT NN NNS|BODY_2|0
the feedback form|DT NN NN|BODY_15:BODY_1|0
a brief review|DT JJ NN|BODY_1|0
the increasing use|DT VBG NN|BODY_1|0
the required number|DT JJ NN|BODY_8|0
an output vector|DT NN NN|BODY_4|0
each slot time|DT NN NN|BODY_5|0
2s +1 switches|JJ JJ NNS|BODY_5|0
an interesting exception|DT JJ NN|BODY_5|0
control point settings|NN NN NNS|BODY_4|0
an additional contribution|DT JJ NN|BODY_2|0
about 3n /2|IN CD CD|BODY_3|0
the magnitude comparator|DT NN NN|BODY_4|0
an entire frame|DT JJ NN|BODY_6|0
any such system|DT JJ NN|BODY_1|0
( n )|-LRB- NN -RRB-|BODY_5|0
a time slot|DT NN NN|BODY_6|0
significantly improved architectures|RB VBN NNS|BODY_5|0
the space network|DT NN NN|BODY_1|0
about 2n compared|IN CD VBN|BODY_2|0
the slot numbers|DT NN NNS|BODY_7|0
a cascade branch|DT NN NN|BODY_7|0
figure 6 shows|NN CD NNS|BODY_1|0
no intervening gaps|DT NN NNS|BODY_6|0
each component c|DT NN NN|BODY_3|0
the corresponding delay|DT JJ NN|BODY_4|0
the same number|DT JJ NN|BODY_2|0
the given sequence|DT VBN NN|BODY_16|0
a permuted order|DT JJ NN|BODY_9|0
let c subsequences|VB NN NNS|BODY_1|0
a d term|DT JJ NN|BODY_6|0
x  controls|SYM RP NNS|BODY_3|0
multiple disjoint pairs|JJ NN NNS|BODY_2|0
n 2 +5|NN CD CD|BODY_4|0
d time slots|JJ NN NNS|BODY_3|0
a shift register|DT NN NN|BODY_4|0
the frame passes|DT NN NNS|BODY_3|0
control point value|NN NN NN|BODY_2|0
a switching stage|DT VBG NN|BODY_15|0
the main advantage|DT JJ NN|BODY_5|0
the appropriate pair|DT JJ NN|BODY_10|0
the integer multiple|DT NN NN|BODY_16|0
disjoint pair transpositions|JJ NN NNS|BODY_3|0
( l n|-LRB- JJ NN|BODY_5|0
the general form|DT JJ NN|BODY_1|0
several such stages|JJ JJ NNS|BODY_1|0
the modified ,|DT VBN ,|BODY_2|0
different feedback delays|JJ NN NNS|BODY_22|0
bit d k|NN NN NN|BODY_8|0
the total delay|DT JJ NN|BODY_6|0
f ( l|NN -LRB- JJ|BODY_6|0
the other architectures|DT JJ NNS|BODY_1|0
1-bit magnitude comparisons|JJ NN NNS|BODY_11|0
an inverse shuffle|DT NN NN|BODY_5|0
the zero-one principle|DT JJ NN|BODY_7|0
the output array|DT NN NN|BODY_14|0
a strict permutation|DT JJ NN|BODY_19|0
the comparator number|DT NN NN|BODY_7|0
( tdm) communications|-LRB- NN NNS|BODY_3|0
the sequence|DT NN|BODY_15:BODY_2:BODY_4:BODY_7|0
left to right|JJ TO JJ|BODY_4|0
one entering slot|CD VBG NN|BODY_10|0
corresponding space division|JJ NN NN|BODY_4|0
n -q bits|RB JJ NNS|BODY_25|0
m|NN|BODY_12:BODY_5:BODY_3:BODY_4:BODY_8|0
low order bit|JJ NN NN|BODY_11|0
short leading tags|JJ VBG NNS|BODY_3|0
communications channels corresponds|NNS NNS NNS|BODY_1|0
a key bit|DT JJ NN|BODY_1|0
the original order|DT JJ NN|BODY_10|0
control point times|NN NN NNS|BODY_1|0
an electronic stage|DT JJ NN|BODY_1|0
input control seq|NN NN NN|BODY_1|0
bit d i|NN JJ NN|BODY_6|0
its stage delays|PRP$ NN NNS|BODY_9|0
the mapping procedure|DT NN NN|BODY_1|0
a correspondence|DT NN|BODY_2:BODY_4|1
exchanging disjoint pairs|NN NN NNS|BODY_10|0
optical switches|JJ NNS|BODY_1:BODY_3|0
e.g. , [8]|FW , JJ|BODY_5|0
control algorithm [12]|NN NN NN|BODY_12|0
the delay d|DT NN NN|BODY_1|0
bit d 0|NN JJ CD|BODY_9|0
the second half|DT JJ NN|BODY_8|0
that k stage|DT NN NN|BODY_4|0
the second switch|DT JJ NN|BODY_5|0
the output frame|DT NN NN|BODY_6|0
the three architectures|DT CD NNS|BODY_6|0
high speed operation|JJ NN NN|BODY_7|0
one bit comparison|CD NN NN|BODY_14|0
a sort key|DT NN NN|BODY_10|0
the added delay|DT JJ NN|BODY_1|0
the key bit|DT JJ NN|BODY_1|0
