random walks|JJ NNS|BODY_6:BODY_5:TITLE_1:BODY_2:ABSTRACT_3:BODY_3:BODY_19:BODY_4:BODY_7|0
the same basic technique|DT JJ JJ NN|BODY_4|0
the 2jth tensor power|DT JJ NN NN|BODY_6|0
these self-compatible w -orbits|DT JJ NN NNS|BODY_8|0
the dominant self-compatible steps|DT JJ JJ NNS|BODY_2|0
a where -j ~u|DT WRB JJ NN|BODY_13|0
the whole weyl group|DT JJ NN NN|BODY_13|0
the following equivalent conditions|DT JJ JJ NNS|BODY_4|0
a reflectable random walk|DT JJ JJ NN|BODY_3|0
an exponential generating function|DT JJ NN NN|BODY_5|0
a -;k the functions|DT JJ DT NNS|BODY_18|0
a -;k 3.3 equivalence|DT JJ CD NN|BODY_7|0
two reflectable random walks|CD JJ JJ NNS|BODY_3|0
a fundamental weyl chamber|DT JJ JJ NN|BODY_2|0
only one dominant weight|RB CD JJ NN|BODY_5|0
w( j ) to|JJ RB -RRB- TO|BODY_8|0
any random walk corresponds|DT JJ NN NNS|BODY_16|0
at least one wall|IN JJS CD NN|BODY_4|0
some last step j|DT JJ NN NN|BODY_5|0
the most mutual compatibility|DT JJS JJ NN|BODY_7|0
some closely related cases|DT RB VBN NNS|BODY_16|0
the all tensor powers|DT RB JJ NNS|BODY_5|0
other non-reflectable random walks|JJ JJ JJ NNS|BODY_5|0
every irreducible representation u|DT JJ NN NN|BODY_1|0
its exponential generating function|PRP$ JJ NN NN|BODY_7|0
a reductive lie algebra|DT JJ NN NN|BODY_3|0
the exponential generating functions|DT JJ NN NNS|BODY_6|0
a complex reductive group|DT JJ JJ NN|BODY_3|0
the self-compatible w -orbits|DT JJ JJ NNS|BODY_4|0
a connected lie group|DT JJ NN NN|BODY_3|0
a somewhat indirect argument|DT RB JJ NN|BODY_2|0
our lattice z n|PRP$ NN FW NN|BODY_8|0
some polynomials p i|DT NNS NN NN|BODY_9|0
the irreducible weyl groups|DT JJ NN NNS|BODY_7|0
that odd tensor powers|DT JJ NN NNS|BODY_5|0
an nsf graduate fellowship|DT JJ NN NN|BODY_7|0
the principal weyl chamber|DT JJ NN NN|BODY_10|0
a sum or difference|DT NN CC NN|BODY_6|0
the generating function -(~u|DT NN NN NN|BODY_10|0
the corresponding generating function|DT JJ NN NN|BODY_6|0
the weyl denominator example|DT NN NN NN|BODY_7|0
6.2 weyl group b|CD NN NN NN|BODY_1|0
at most n rows|IN JJS NN NNS|BODY_7|0
not a natural one|RB DT JJ CD|BODY_10|0
their exponential generating functions|PRP$ JJ VBG NNS|BODY_4|0
the most general form|DT RBS JJ NN|BODY_1|0
decomposition doubly-exponential generating function|NN JJ VBG NN|BODY_1|0
the n diagonal entries|DT RB JJ NNS|BODY_2|0
the bessel function determinants|DT NNP NN NNS|BODY_1|0
the most natural example|DT RBS JJ NN|BODY_1|0
2 c [h ]|CD NN NN NN|BODY_17|0
a smaller weyl group|DT JJR NN NN|BODY_8|0
certain reflectable  walk-types|JJ JJ NN NNS|BODY_1|0
some standard facts [6]|DT JJ NNS NN|BODY_2|0
the classical weyl groups|DT JJ NN NNS|BODY_1|0
the exceptional weyl groups|DT JJ NN NNS|BODY_1|0
the 2 n vectors|DT CD NN NNS|BODY_7|0
the same linear span|DT JJ JJ NN|BODY_8|0
each irreducible weyl group|DT JJ NN NN|BODY_6|0
this|DT|BODY_6:BODY_11:BODY_5:BODY_16:BODY_1:BODY_2:BODY_3:BODY_7|1
s|PRP|BODY_16:BODY_18:BODY_15:BODY_2:BODY_14:BODY_3:BODY_4:BODY_6:BODY_5:BODY_1:BODY_10:BODY_7:BODY_8|0
( 9 )|-LRB- CD -RRB-|BODY_3:BODY_4:BODY_8|1
the adjoint representation|DT JJ NN|BODY_4:BODY_8|1
the direct sum|DT JJ NN|BODY_3:BODY_4|1
reflectable random walks|JJ JJ NNS|BODY_1:BODY_4|1
each irreducible representation|DT JJ NN|BODY_8|1
the weyl group|DT NN NN|BODY_12:BODY_5:BODY_2:BODY_1:BODY_3:BODY_4:BODY_8|0
a root system|DT NN NN|BODY_5|1
a certain finite|DT JJ NN|BODY_6|1
a weight lattice|DT NN NN|BODY_10|1
the linear functionals|DT NN NNS|BODY_8|1
reductive lie groups|JJ NN NNS|BODY_7|1
the defining representation|DT NN NN|BODY_6:BODY_1:BODY_2:BODY_3:BODY_10:BODY_4:BODY_7|0
it|PRP|BODY_12:BODY_5:BODY_15:BODY_2:BODY_1:BODY_3:BODY_7:BODY_9|1
steps|NNS|BODY_5:BODY_13:BODY_1:BODY_2:BODY_3:BODY_4:BODY_10:BODY_7:BODY_9|0
the weight lattice|DT NN NN|BODY_6:BODY_2:BODY_4:BODY_9|0
the generating function|DT VBG NN|BODY_6:BODY_5:BODY_2:BODY_1:BODY_7:BODY_8|0
the symmetric group|DT JJ NN|BODY_11:BODY_1:BODY_3:BODY_8|0
a weyl chamber|DT JJ NN|BODY_5:BODY_2:BODY_3:BODY_20|0
the steps|DT NNS|BODY_11:BODY_16:BODY_15:BODY_2:BODY_1:BODY_3:BODY_7:BODY_8|0
the subgroup technique|DT NN NN|BODY_2:BODY_4|0
the diagonal walk|DT JJ NN|BODY_2:BODY_3|0
the determinant technique|DT NN NN|BODY_2:BODY_8|0
( 3 )|-LRB- CD -RRB-|BODY_5:BODY_15:BODY_1:BODY_7|0
the weyl chamber|DT JJ NN|BODY_6:BODY_10:BODY_8|0
a reflectable walk|DT JJ NN|BODY_13:BODY_3:BODY_7|0
the root system|DT NN NN|BODY_2:BODY_3|0
the maximal lattice|DT JJ NN|BODY_3:BODY_4:BODY_8|0
the representation-theoretic problem|DT JJ NN|BODY_5:BODY_3:BODY_4|0
the w -action|DT NN NN|BODY_2:BODY_4|0
( 32 )|-LRB- CD -RRB-|BODY_3:BODY_19|0
the ballot problem|DT NN NN|BODY_1:BODY_2|0
the previous section|DT JJ NN|BODY_5:BODY_4|0
the resulting walks|DT VBG NNS|BODY_2|0
the w -orbit|DT JJ NN|BODY_6:BODY_2|0
the reflectability condition|DT NN NN|BODY_10:BODY_9|0
the multilinearity technique|DT NN NN|BODY_5:BODY_2|0
the representation u|DT NN NN|BODY_4|0
the first column|DT JJ NN|BODY_5:BODY_7|0
the spin representation|DT NN NN|BODY_6:BODY_2:BODY_1|0
trivial weyl group|JJ NN NN|BODY_4|0
the coordinate directions|DT VBP NNS|BODY_5:BODY_14:BODY_4|0
a reflectable walk-type|DT JJ NN|BODY_12:BODY_3|0
the decomposition formula|DT NN NN|BODY_5:BODY_9|0
the n columns|DT RB NNS|BODY_12|0
a parabolic subgroup|DT JJ NN|BODY_9|0
the parity technique|DT NN NN|BODY_2|0
their images ws|PRP$ NNS NNS|BODY_19|0
so 2n+1 corresponds|RB JJ NNS|BODY_2|0
these two walks|DT CD NNS|BODY_6|0
the lie algebra|DT NN NN|BODY_8|0
a reflection argument|DT NN NN|BODY_7|0
even tensor powers|RB JJ NNS|BODY_5:BODY_7|0
the second term|DT JJ NN|BODY_5:BODY_1|0
each w -orbit|DT NN NN|BODY_2|0
the identity matrix|DT NN NN|BODY_11|0
the first kind|DT JJ NN|BODY_5|0
a n\gamma1 span|DT JJ NN|BODY_2|0
a vandermonde determinant|DT JJ NN|BODY_2|0
all other steps|DT JJ NNS|BODY_2|0
such a g|JJ DT NN|BODY_2|0
the only i|DT JJ NN|BODY_7|0
a combinatorial proof|DT JJ NN|BODY_6|0
the hyperplane h|DT NN NN|BODY_3|0
's character formula|POS NN NN|BODY_2|0
the seven-dimensional representation|DT JJ NN|BODY_2|0
the exceptional types|DT JJ NNS|BODY_12|0
the fundamental weights|DT JJ NNS|BODY_5:BODY_19|0
a complicated sum|DT JJ NN|BODY_14|0
a relation r|DT NN NN|BODY_8|0
an even number|DT RB NN|BODY_6:BODY_9|0
the same method|DT JJ NN|BODY_4|0
this generating function|DT VBG NN|BODY_5:BODY_10|0
with highest weight|IN JJS NN|BODY_2:BODY_8|0
the other determinant|DT JJ NN|BODY_6:BODY_8|0
essentially a monomial|RB DT NN|BODY_2|0
the jth column|DT NN NN|BODY_10|0
( 33 )|-LRB- CD -RRB-|BODY_11:BODY_9|0
a lie groups|DT NN NNS|BODY_2|0
the above list|DT JJ NN|BODY_2|0
the positive roots|DT JJ NNS|BODY_6:BODY_10|0
its character characters|PRP$ NN NNS|BODY_3|0
the actual formulas|DT JJ NNS|BODY_2|0
any self-compatible step|DT JJ NN|BODY_2|0
a formal difference|DT JJ NN|BODY_3|0
the remaining possibilities|DT VBG NNS|BODY_7|0
their corresponding repre|PRP$ JJ NN|BODY_3|0
v \phi v|FW FW FW|BODY_5:BODY_7|0
a finite-dimensional representation|DT JJ NN|BODY_3|0
b ae+( t;t|NN NN NN|BODY_4|0
the tensor powers|DT NN NNS|BODY_2|0
the minus sign|DT NN NN|BODY_5|0
a virtual representation|DT JJ NN|BODY_2|0
the program simplie|DT NN NN|BODY_6|0
the reflectable walk-types|DT JJ NNS|BODY_2|0
the decomposition formulas|DT NN NNS|BODY_4|0
subsection 5.1 )|NN CD -RRB-|BODY_5|0
the two terms|DT CD NNS|BODY_6|0
resp. ordinary product|NN JJ NN|BODY_21|0
an ordinary sum|DT JJ NN|BODY_20|0
( 25 )|-LRB- CD -RRB-|BODY_7|0
( 20 )|-LRB- CD -RRB-|BODY_4|0
two such walks|CD JJ NNS|BODY_9|0
an additional factor|DT JJ NN|BODY_4|0
the walks correspond|DT NNS NN|BODY_5|0
n weyl chamber|RB NN NN|BODY_3|0
the unique normalization|DT JJ NN|BODY_3|0
the w -images|DT JJ NNS|BODY_3|0
simply-laced root sys|JJ NN NNS|BODY_9|0
standard skew tableaux|JJ JJ NN|BODY_8|0
the same sums|DT JJ NNS|BODY_12|0
c [h ]|NN NN NN|BODY_5|0
the irreducible component|DT JJ NN|BODY_10|0
the spin representations|DT NN NNS|BODY_2|0
the right-hand sides|DT JJ NNS|BODY_10|0
n\thetan decomposition exponential|JJ NN JJ|BODY_2|0
the right sides|DT JJ NNS|BODY_2|0
all the coordinates|PDT DT NNS|BODY_11|0
the main constraint|DT JJ NN|BODY_2|0
1 \sigma e|CD NN NN|BODY_4|0
a n\gamma1 acts|DT JJ NNS|BODY_2|0
a dynkin diagram|DT NN NN|BODY_4|0
weyl group g|NN NN NN|BODY_5|0
standard young tableaux|JJ JJ NN|BODY_13|0
a point (|DT NN -LRB-|BODY_7|0
a self-compatible step|DT JJ NN|BODY_7|0
2n defining representations|JJ NN NNS|BODY_4|0
a -+( t;t|DT JJ NN|BODY_7|0
a discrete subgroup|DT JJ NN|BODY_17|0
the compatibility characterization|DT NN NN|BODY_2|0
whose coordinates sum|WP$ NNS NN|BODY_5|0
w ff i|JJ NN NN|BODY_4|0
det n\thetan steps|NN JJ NNS|BODY_6|0
the dynkin diagram|DT NN NN|BODY_8|0
the function term|DT NN NN|BODY_2|0
the r ff|DT VBD NN|BODY_9|0
a -;k =number|DT JJ NN|BODY_12|0
polynomial coefficients )|NN NNS -RRB-|BODY_5|0
exponential generating functions|JJ VBG NNS|BODY_7|0
the trivial representation|DT JJ NN|BODY_2|0
the four weights|DT CD NNS|BODY_3|0
the bourbaki numbering|DT JJ NN|BODY_2|0
the corresponding functions|DT JJ NNS|BODY_9|0
the indirect technique|DT JJ NN|BODY_5|0
the general description|DT JJ NN|BODY_3|0
n\thetan related representation|JJ JJ NN|BODY_3|0
the same orbit|DT JJ NN|BODY_3|0
the resulting walk|DT VBG NN|BODY_5|0
the usual description|DT JJ NN|BODY_5|0
a diagonal matrix|DT JJ NN|BODY_5|0
a the multiplicity|DT DT NN|BODY_10|0
the random walk|DT JJ NN|BODY_5:BODY_1|0
a classical problem|DT JJ NN|BODY_3|0
all diagonal matrices|DT JJ NNS|BODY_2|0
the irreducible representation|DT JJ NN|BODY_7|0
the reflection r|DT NN NN|BODY_2|0
the long roots|DT JJ NNS|BODY_5|0
so 2n (|RB JJ -LRB-|BODY_3|0
so 2n+1 (|RB JJ -LRB-|BODY_3|0
a uniform dilation|DT NN NN|BODY_15|0
:;t ) ;k|NN -RRB- NN|BODY_8|0
such w -orbits|JJ JJ NNS|BODY_5|0
the reflection groups|DT NN NNS|BODY_5|0
the irreducible representations|DT JJ NNS|BODY_9|0
y decomposition formula|RB JJ NN|BODY_11|0
whose tensor powers|WP$ NN NNS|BODY_4|0
the classical types|DT JJ NNS|BODY_10|0
the largest i|DT JJS NNS|BODY_12|0
the transformation \gamma1|DT NN NN|BODY_7|0
gl n )|JJ NN -RRB-|BODY_4|0
the orthogonal complement|DT JJ NN|BODY_6|0
the w -orbits|DT NN NNS|BODY_18|0
the first term|DT JJ NN|BODY_8|0
( 4 )|-LRB- CD -RRB-|BODY_10|0
the determinantal formulas|DT JJ NNS|BODY_7|0
c i ;j|NN NN NN|BODY_4|0
weyl group b|NN NN NN|BODY_4|0
d , corresponding|JJ , JJ|BODY_3|0
several useful comments|JJ JJ NNS|BODY_3|0
the irreducible factors|DT JJ NNS|BODY_8|0
an integer multiple|DT NN NN|BODY_7|0
e x times|NN NN NNS|BODY_8|0
the single determinant|DT JJ NN|BODY_3|0
the partition t|DT NN NN|BODY_10|0
whose highest weight|WP$ JJS NN|BODY_5|0
that two steps|IN CD NNS|BODY_6|0
another spin representation|DT NN NN|BODY_2|0
the last coordinate|DT JJ VB|BODY_6:BODY_5|0
vectors e -coefficients|NNS NN NNS|BODY_5|0
only one variable|RB CD JJ|BODY_15|0
l and c|NN CC NN|BODY_3|0
the positive integers|DT JJ NNS|BODY_3|0
an integrable character|DT JJ NN|BODY_2|0
the steps \sigmae|DT NNS NNS|BODY_1|0
up-down tableaux [14]|JJ NN NN|BODY_6|0
this representation-theoretic problem|DT JJ NN|BODY_2|0
the square length|DT JJ NN|BODY_4|0
the allowable steps|DT JJ NNS|BODY_15|0
its orthogonal projections|PRP$ JJ NNS|BODY_7|0
( 26 )|-LRB- CD -RRB-|BODY_13|0
any lattice point|DT NN NN|BODY_3|0
the representation v|DT NN NN|BODY_13|0
the virtual representation|DT JJ NN|BODY_11|0
each other if|DT JJ IN|BODY_3|0
the additional condition|DT JJ NN|BODY_4|0
corresponding whose weights|JJ WP$ NNS|BODY_14|0
a lie group|DT NN NN|BODY_4|0
the decomposition function|DT NN NN|BODY_3|0
the linear span|DT JJ NN|BODY_4|0
only those ffl|RB DT JJ|BODY_5|0
the reflectable walk|DT JJ NN|BODY_13|0
order m [17]|NN NN NN|BODY_6|0
a lattice l|DT NN NN|BODY_5|0
each other (|DT JJ -LRB-|BODY_9|0
any parabolic subgroup|DT JJ NN|BODY_5|0
simple roots \delta|JJ NNS NN|BODY_8|0
a special case|DT JJ NN|BODY_20|0
each simple root|DT JJ NN|BODY_7|0
the ( terms|DT -LRB- NNS|BODY_3|0
the total weight|DT JJ NN|BODY_9|0
all reflectable walks|DT JJ NNS|BODY_4|0
the relative probabilities|DT JJ NNS|BODY_3|0
the young diagram|DT JJ NN|BODY_20|0
the following information|DT VBG NN|BODY_3|0
the corresponding walks|DT JJ NNS|BODY_9|0
such a group|JJ DT NN|BODY_9|0
a coordinate quadrant|DT VBP NN|BODY_4|0
the same )|DT JJ -RRB-|BODY_11|0
in ( 2|IN -LRB- CD|BODY_7|0
all half-integer coordinates|DT JJ NNS|BODY_9|0
all integer coordinates|DT NN NNS|BODY_7|0
y this sum|RB DT NN|BODY_11|0
w 2 w|NN CD NN|BODY_20|0
a semidirect product|DT JJ NN|BODY_9|0
an arbitrary lattice|DT JJ NN|BODY_24|0
an interesting problem|DT JJ NN|BODY_8|0
the killing form|DT VBG NN|BODY_2|0
the specific techniques|DT JJ NNS|BODY_3|0
the e series|DT NN NN|BODY_8|0
the cartan matrix|DT NN NN|BODY_12|0
a representation v|DT NN NN|BODY_1|0
the orthogonal projection|DT JJ NN|BODY_1:BODY_8|0
a scalar multiple|DT JJ NN|BODY_3|0
( l 0|-LRB- JJ RP|BODY_9|0
unconstrained random walks|JJ JJ NNS|BODY_2|0
how many ways|WRB JJ NNS|BODY_5|0
6.1 weyl group|CD NN NN|BODY_1|0
the previous case|DT JJ NN|BODY_3|0
the standard ways|DT JJ NNS|BODY_5|0
the desired number|DT VBN NN|BODY_12|0
o 2n+1 preserves|IN CD NNS|BODY_2|0
the other cases|DT JJ NNS|BODY_1|0
the above formula|DT JJ NN|BODY_4|0
the self-compatible weights|DT JJ NNS|BODY_6|0
odd tensor powers|JJ JJ NNS|BODY_7|0
determinant , multilinearity|NN , NN|BODY_2|0
all the projections|PDT DT NNS|BODY_11|0
the parity argument|DT NN NN|BODY_1|0
the representation-theoretic problems|DT JJ NNS|BODY_1|0
 related representation |NN VBN NN|BODY_9|0
4.1 maximal lattices|CD JJ NNS|BODY_1|0
mutually compatible steps|RB JJ NNS|BODY_10|0
5 computational techniques|CD JJ NNS|BODY_1|0
an arbitrary step|DT JJ NN|BODY_4|0
the x i|DT NN NN|BODY_7|0
h and h|NN CC NN|BODY_3|0
a similar argument|DT JJ NN|BODY_1|0
some general restrictions|DT JJ NNS|BODY_3|0
the reflection law|DT NN NN|BODY_1|0
by weyl group|IN NN NN|BODY_5|0
4.3 compatible steps|CD JJ NNS|BODY_1|0
the same lattice|DT JJ NN|BODY_11|0
an odd number|DT JJ NN|BODY_13|0
the permitted steps|DT VBN NNS|BODY_6|0
a u;k u|DT NN PRP|BODY_7|0
the basic example|DT JJ NN|BODY_1|0
the same techniques|DT JJ NNS|BODY_5|0
the fundamental result|DT JJ NN|BODY_1|0
one exceptional case|CD JJ NN|BODY_1|0
the other case|DT JJ NN|BODY_1|0
the same technique|DT JJ NN|BODY_1|0
a plus sign|DT NN NN|BODY_10|0
each random walk|DT JJ NN|BODY_1|0
the b j-;k|DT NN NN|BODY_10|0
the following result|DT VBG NN|BODY_7|0
the resulting matrix|DT VBG NN|BODY_1|0
the walk problems|DT NN NNS|BODY_1|0
corresponding lie groups|JJ NN NNS|BODY_5|0
the generating functions|DT NN NNS|BODY_1|0
the representation-theory problem|DT NN NN|BODY_1|0
all the steps|PDT DT NNS|BODY_1|0
w( j )|JJ NN -RRB-|BODY_7|0
( 29 )|-LRB- CD -RRB-|BODY_13|0
2.3 generating functions|CD VBG NNS|BODY_1|0
( l )|-LRB- JJ -RRB-|BODY_26|0
an additional step|DT JJ NN|BODY_1|0
the projections lattice|DT NNS NN|BODY_14|0
the only walks|DT JJ NNS|BODY_1|0
the formal monomials|DT JJ NNS|BODY_9|0
the other subset|DT JJ NN|BODY_16|0
the dual basis|DT JJ NN|BODY_7|0
these two functions|DT CD NNS|BODY_8|0
the walk-type 0g|DT NN NN|BODY_1|0
c|NN|BODY_6:BODY_5:BODY_17:BODY_2:BODY_3:BODY_14:BODY_4:BODY_7:BODY_9|0
the formulas|DT NNS|BODY_5:BODY_2:BODY_1:BODY_3:BODY_4|1
there|EX|BODY_12:BODY_6:BODY_13:BODY_2:BODY_3:BODY_4:BODY_8|0
gl n|JJ NN|BODY_5:BODY_3:BODY_10:BODY_19:BODY_4:BODY_7:BODY_9|0
that|DT|BODY_6:BODY_12:BODY_2:BODY_1:BODY_10|1
z n|NN NN|BODY_12:BODY_6:BODY_2:BODY_3:BODY_4:BODY_8|0
the lattice|DT NN|BODY_6:BODY_5:BODY_2:BODY_1:BODY_10:BODY_7|0
j|NN|BODY_6:BODY_5:BODY_15:BODY_4:BODY_8|0
0|CD|BODY_11:BODY_13:BODY_2:BODY_25:BODY_3:BODY_14:BODY_7|0
the representation|DT NN|BODY_6:BODY_5:BODY_2:BODY_1:BODY_4:BODY_7|0
r n|NN NN|BODY_6:BODY_5:BODY_2:BODY_3:BODY_4:BODY_9|0
the case|DT NN|BODY_1:BODY_2:BODY_3|0
the determinant|DT NN|BODY_6:BODY_1:BODY_3:BODY_4:BODY_9|0
the coefficients|DT NNS|BODY_6:BODY_3:BODY_10:BODY_4:BODY_7|0
a walk|DT NN|BODY_6:BODY_11:BODY_10:BODY_9|0
ae|NNS|BODY_6:BODY_5:BODY_17:BODY_1:BODY_2:BODY_4:BODY_7:BODY_8|0
the formula|DT NN|BODY_6:BODY_1:BODY_2:BODY_4:BODY_10|0
2|CD|BODY_6:BODY_5:BODY_1:BODY_2:BODY_3|0
o 2n+1|IN PRP|BODY_5:BODY_3:BODY_4:BODY_10:BODY_7|0
a determinant|DT NN|BODY_11:BODY_5:BODY_13:BODY_4:BODY_8|0
one|CD|BODY_6:BODY_11:BODY_3:BODY_4:BODY_7:BODY_9|0
sl n|JJ NN|BODY_5:BODY_17:BODY_3:BODY_8|0
defining representation|NN NN|BODY_2:BODY_3|0
the problem|DT NN|BODY_21:BODY_2:BODY_3|0
so 2n+1|RB RB|BODY_6:BODY_5:BODY_3:BODY_7|0
the weight|DT NN|BODY_6:BODY_2|0
( ff|-LRB- NN|BODY_6:BODY_4:BODY_7:BODY_9|0
the identity|DT NN|BODY_5:BODY_10:BODY_7:BODY_8:BODY_9|0
c )|NN -RRB-|BODY_11:BODY_5:BODY_3:BODY_19:BODY_4|0
a product|DT NN|BODY_6:BODY_12:BODY_13:BODY_3|0
a sum|DT NN|BODY_12:BODY_4:BODY_7:BODY_8|0
the coordinates|DT NNS|BODY_12:BODY_5:BODY_15|0
the weights|DT NNS|BODY_6:BODY_2:BODY_8|0
terms|NNS|BODY_6:BODY_1:BODY_2:BODY_14:BODY_19:BODY_4:BODY_7:BODY_9|0
( 2|-LRB- LS|BODY_6:BODY_2:BODY_14:BODY_4|0
a difference|DT NN|BODY_2:BODY_4:BODY_8|0
the origin|DT NN|BODY_6:BODY_4:BODY_7|0
the walk|DT NN|BODY_5:BODY_2:BODY_9|0
the sum|DT NN|BODY_6:BODY_1:BODY_2:BODY_10|0
the techniques|DT NNS|BODY_6:BODY_3|0
the multiplicity|DT NN|BODY_6:BODY_11:BODY_1:BODY_3|0
this corresponds|DT NNS|BODY_5:BODY_3:BODY_7|0
so 2n|RB JJ|BODY_6:BODY_5:BODY_4:BODY_10|0
g 2|NN CD|BODY_3|0
( l|-LRB- NN|BODY_6:BODY_17:BODY_15:BODY_1|0
young tableaux|JJ NN|BODY_6:BODY_5|0
the coefficient|DT NN|BODY_1:BODY_14:BODY_3|0
the character|DT NN|BODY_6:BODY_3|0
the set|DT NN|BODY_1:BODY_3:BODY_8|0
