controlled grammatic ambiguity|VBN JJ NN|TITLE_1:BODY_1|0
the normal sub-tree relation|DT JJ JJ NN|BODY_4|1
the sub-parse tree relation|DT JJ NN NN|BODY_2|1
the resulting deterministic parser|DT VBG JJ NN|BODY_6|1
some very general techniques|DT RB JJ NNS|BODY_3|1
limited but important classes|JJ CC JJ NNS|BODY_5|1
u ( 4 )|NN -LRB- CD -RRB-|BODY_6:BODY_11:BODY_13:BODY_9|0
grammar ( 4 )|NN -LRB- CD -RRB-|BODY_2:BODY_3|0
a finite set e|DT JJ NN NN|BODY_5:BODY_2:BODY_3:BODY_4|0
a parse tree t|DT NN NN NN|BODY_5:BODY_11:BODY_2:BODY_1|0
the p-canonical parse trees|DT JJ JJ NNS|BODY_5:BODY_3|0
a ( 4 )|DT -LRB- CD -RRB-|BODY_6:BODY_3:BODY_10|0
controlled grammatic ambiguity \delta|VBN JJ NN NN|BODY_1|0
e ( 3 )|NN -LRB- CD -RRB-|BODY_6:BODY_3|0
a complete linear time|DT JJ NN NN|BODY_6:BODY_5:BODY_13|0
a strict partial ordering|DT JJ JJ NN|BODY_5:BODY_2:BODY_10|0
a parse tree pair|DT NN NN NN|BODY_1:BODY_3|0
1 ) technique [knuth|CD -RRB- NN NN|BODY_6:BODY_4|0
p ( 4 )|NN -LRB- CD -RRB-|BODY_2|0
the danish research council|DT JJ NN NN|BODY_6|0
the canonical parse trees|DT JJ JJ NNS|BODY_6:BODY_1:BODY_4|0
p ( 1 )|NN -LRB- CD -RRB-|BODY_14:BODY_4|0
the minimal parse trees|DT JJ JJ NNS|BODY_5:BODY_8|0
a linear time parser|DT JJ NN NN|BODY_6:BODY_21:BODY_2|0
both incomplete and nondeterministic|DT JJ CC JJ|BODY_2|0
init(x ) ;ff$ )|NN -RRB- NN -RRB-|BODY_2|0
some set e 0|DT NN NN CD|BODY_1|0
oxford university and dimacs|NN NN CC NNS|BODY_4|0
the acm copyright notice|DT NN NN NN|BODY_7|0
the different parse trees|DT JJ NN NNS|BODY_6|0
) init state action|-RRB- NN NN NN|BODY_12|0
any parse tree pair|DT NN NN NN|BODY_2|0
a non-leaf node n|DT JJ NN NN|BODY_3|0
the same parse tree|DT JJ NN NN|BODY_4:BODY_10|0
the equation typesetting language|DT NN NN NN|BODY_8|0
the following parse tree|DT VBG NN NN|BODY_6|0
the ith non- leaf|DT JJS JJ NN|BODY_14|0
the obtained parse tree|DT VBN JJ NN|BODY_15|0
the last three pairs|DT JJ CD NNS|BODY_13|0
( 1 ) l!ll|-LRB- CD -RRB- NN|BODY_3|0
grammar ( 1 )|NN -LRB- CD -RRB-|BODY_8|0
a real world grammar|DT JJ NN NN|BODY_7|0
such a concise characterization|JJ DT NN NN|BODY_2|0
the presentation acm transactions|DT NN NN NNS|BODY_7|0
a canonical parse tree|DT JJ NN NN|BODY_3|0
a the universal clr(|DT DT JJ NN|BODY_5|0
hidden ambiguity and incompleteness|JJ NN CC NN|BODY_9|0
a sub-tree but not|DT JJ CC RB|BODY_3|0
minimal non-canonical parse trees|JJ JJ JJ NNS|BODY_4|0
a very large effort|DT RB JJ NN|BODY_5|0
the production e!e e.|DT NN NN NN|BODY_12|0
the dangling else construction|DT JJ JJ NN|BODY_2|0
the first non-canonical action|DT JJ JJ NN|BODY_5|0
reductions-the very same heuristic|DT RB JJ NN|BODY_5|0
the lr( 1 )|DT NN CD -RRB-|BODY_5|0
the no-junk  requirement|DT JJ NN NN|BODY_3|0
lr( 1 ) parsers|NN CD -RRB- NNS|BODY_2:BODY_3|0
some adequate first coordinates|DT JJ JJ NNS|BODY_6|0
the simple rewriting rules|DT NN NN NNS|BODY_2|0
the highest acm transactions|DT JJS NN NNS|BODY_7|0
the traditional disambiguating rules|DT JJ NN NNS|BODY_3|0
the corresponding first coordinate|DT JJ JJ VBP|BODY_3|0
both sub and sup|DT NN CC NN|BODY_4|0
a a z z|DT DT FW FW|BODY_10|0
the already mentioned guarantees|DT RB VBN NNS|BODY_10|0
blikle and thorup [1990|NN CC NN NN|BODY_5:BODY_1|0
the canonical lr technique|DT JJ NN NN|BODY_3|0
all the parse trees|DT DT JJ NNS|BODY_3|0
appendix e addresses problem|VB NN NNS NN|BODY_4|0
other more specialized techniques|JJ JJR JJ NNS|BODY_2|0
the same derived produc|DT JJ VBN NN|BODY_4|0
the original non-deterministic parser|DT JJ JJ NN|BODY_7|0
the now standard approach|DT RB JJ NN|BODY_5|0
derived productions and productions|VBD NNS CC NNS|BODY_3|0
appendix f addresses problem|VB NN NNS NN|BODY_6|0
the finite non-deterministic parsers|DT NN JJ NNS|BODY_4|0
production e!e sube supe|NN NN NN NN|BODY_8|0
the universal parser u|DT JJ NN NN|BODY_4|0
the theory and algorithms|DT NN CC NNS|BODY_7|0
the actual parsing technique|DT JJ NN NN|BODY_3|0
the danish research academy|DT JJ NN NN|BODY_7|0
a and frontier b|DT CC NN NN|BODY_6|0
a parse tree u|DT NN NN NN|BODY_4|0
pennello and deremer 1979]|NN CC NN NNS|BODY_7|0
all the above problems|PDT DT JJ NNS|BODY_1|0
the trivial parse tree|DT JJ NN NN|BODY_6|0
a f f f|DT NN NN NN|BODY_4|0
the necessary second coordinates|DT JJ JJ NNS|BODY_6|0
a simple combinatorial test|DT JJ JJ NN|BODY_4|0
the the parse trees|DT DT JJ NNS|BODY_4|0
e ( 4 )|NN -LRB- CD -RRB-|BODY_7|0
his own rewriting rules|PRP$ JJ NN NNS|BODY_4|0
ll and lr parsers|NN CC NN NNS|BODY_3|0
the resolved parser p|DT VBN NN NN|BODY_4|0
a good ll parser|DT JJ NN NN|BODY_6|0
the  special case|DT NNP JJ NN|BODY_7|0
an ordered rooted tree|DT JJ JJ NN|BODY_2|0
the following notational convention|DT VBG JJ NN|BODY_2|0
the input production b|DT NN NN NN|BODY_13|0
a pair ( x|DT NN -LRB- SYM|BODY_6|0
a p-canonical parse tree|DT JJ JJ NN|BODY_3|0
no finite prioritizing set|DT JJ JJ NN|BODY_8:BODY_9|0
the generated action table|DT VBN NN NN|BODY_3|0
possibly empty , string|RB JJ , NN|BODY_14|0
no infinite descending sequence|DT JJ VBG NN|BODY_5|0
the following parse trees|DT VBG JJ NNS|BODY_4|0
all the leftside symbols|DT DT JJ NNS|BODY_2|0
a user-supplied partial ordering|DT JJ JJ VBG|BODY_8|0
state action goto l|NN NN NN NN|BODY_6|0
the following non-deterministic lr(|DT VBG JJ NN|BODY_3:BODY_4|0
soisalon-soininen and tarhio [1988]|NN CC NN NN|BODY_2|0
each parse tree pair|DT NN NN NN|BODY_3|0
a nonterminal ( as|DT JJ -LRB- IN|BODY_5|0
an even better solution|DT RB JJR NN|BODY_6|0
no such matching pair|DT JJ NN NN|BODY_2|0
an extra symbol $|DT JJ NN $|BODY_5|0
two identical parse trees|CD JJ NN NNS|BODY_2|0
the non-trivial parse trees|DT JJ NN NNS|BODY_9|0
the parse tree pairs|DT NN NN NNS|BODY_5|0
a minimal such set|DT JJ JJ NN|BODY_4|0
billot and lang [1989]|NN CC NN NN|BODY_19|0
the common node n|DT JJ NN NN|BODY_4|0
prioritizes a parser p|RB DT NN NN|BODY_3|0
our universal parser u|PRP$ JJ NN NN|BODY_4|0
the single grammar symbol|DT JJ NN NN|BODY_4|0
22 \delta mikkel thorup|CD NNP NN NN|BODY_1|0
the two parse trees|DT CD NN NNS|BODY_5|0
the least partial ordering|DT JJS JJ NN|BODY_3|0
no rewriting rule (u|DT NN NN NNS|BODY_7|0
the possibly infinite set|DT RB JJ NN|BODY_4|0
an alternative good resolution|DT JJ JJ NN|BODY_1|0
the finite universal parser|DT JJ JJ NN|BODY_7|0
these two preliminary sections|DT CD JJ NNS|BODY_1|0
more than one action|JJR IN CD NN|BODY_6|0
the above conflict resolution|DT JJ NN NN|BODY_5|0
a finite prioritizing set|DT JJ JJ NN|BODY_4|0
a given second coordinate|DT VBN JJ VBP|BODY_6|0
the most prominent example|DT RBS JJ NN|BODY_1|0
some o-minimal determinization p|DT JJ NN NN|BODY_5|0
' out ) oe|POS RP -RRB- NN|BODY_3|0
the generated non-deterministic parser|DT VBN JJ NN|BODY_1|0
some p-canonical parse tree|DT JJ NN NN|BODY_4|0
all the second coordinates|PDT DT JJ NNS|BODY_5|0
the root acm transactions|DT NN NN NNS|BODY_1|0
no canonical parse tree|DT JJ NN NN|BODY_11|0
more examples and discussions|JJR NNS CC NNS|BODY_7|0
incremental parsing and evaluation|JJ NN CC NN|BODY_5|0
a universal parser ordering|DT JJ NN VBG|BODY_6|0
more care and terminology|JJR NN CC NN|BODY_2|0
a derived production )|DT VBN NN -RRB-|BODY_12|0
the very special properties|DT RB JJ NNS|BODY_1|0
his seminal paper [knuth|PRP$ JJ NN NN|BODY_2|0
our grammar ( 2|PRP$ NN -LRB- CD|BODY_1|0
a dangling else construction|DT JJ JJ NN|BODY_5|0
a prioritizing set e|DT JJ NN NN|BODY_1|0
all p-canonical parse trees|DT JJ JJ NNS|BODY_3|0
the triple ( e|DT JJ -LRB- NN|BODY_1|0
some specific start symbol|DT JJ NN NN|BODY_20|0
o ( 4 )|IN -LRB- CD -RRB-|BODY_3|0
the intended semantics )|DT JJ NNS -RRB-|BODY_17|0
grammar ( 6 )|NN -LRB- CD -RRB-|BODY_5|0
no o-minimal determinization p|DT JJ NN NN|BODY_1|0
such a matching pair|JJ DT JJ NN|BODY_1|0
the above rewriting rules|DT JJ NN NNS|BODY_1|0
the grammar ( 2|DT NN -LRB- CD|BODY_1|0
a more serious complaint|DT RBR JJ NN|BODY_1|0
a unique minimal parse|DT JJ JJ NN|BODY_3|0
section 3 reviews parsing|NN CD NNS NN|BODY_8|0
our more algebraic description|PRP$ JJR JJ NN|BODY_1|0
no proper sub-parse tree|DT JJ JJ NN|BODY_9|0
the trivial parse trees|DT JJ JJ NNS|BODY_7|0
a production and t|DT NN CC NN|BODY_1|0
a sub-parse tree relation|DT JJ NN NN|BODY_1|0
several nice ambiguous constructs|JJ JJ JJ NNS|BODY_7|0
hence ( ii )|RB -LRB- NNS -RRB-|BODY_1|0
our special case production|PRP$ JJ NN NN|BODY_1|0
parse tree pairs|DT NN NNS|BODY_6:BODY_5:BODY_13:BODY_1:BODY_2:BODY_3:BODY_10:BODY_7:BODY_9|2
parse trees|JJ NNS|BODY_6:BODY_5:BODY_1:BODY_2:BODY_3:BODY_4:BODY_7:BODY_8:BODY_9|1
the same fonts|DT JJ NNS|BODY_6|1
theoretically important material|RB JJ NN|BODY_7|1
the page references|DT NN NNS|BODY_3|1
the published version|DT VBN NN|BODY_2|1
the production structure|DT NN NN|BODY_5|1
an electronic appendix|DT JJ NN|BODY_8|1
finite prioritizing sets|JJ JJ NNS|BODY_6|1
empty prioritizing sets|JJ JJ NNS|BODY_9|1
the theoretical result|DT JJ NN|BODY_1|1
there|EX|BODY_5:BODY_11:BODY_1:BODY_2:BODY_14:BODY_3:BODY_10:BODY_4:BODY_8:BODY_9|0
the action table|DT NN NN|BODY_12:BODY_6:BODY_11:BODY_3:BODY_14:BODY_10:BODY_4|0
a parse tree|DT NN NN|BODY_5:BODY_13:BODY_1:BODY_14:BODY_3:BODY_4:BODY_10:BODY_8|0
a derived production|DT VBN NN|BODY_6:BODY_11:BODY_2:BODY_1:BODY_3:BODY_4:BODY_7:BODY_9|0
the parse tree|DT JJ NN|BODY_5:BODY_1:BODY_3:BODY_4:BODY_10:BODY_8|0
any parse tree|DT NN NN|BODY_6:BODY_2:BODY_3:BODY_9|0
the input production|DT NN NN|BODY_12:BODY_5:BODY_2:BODY_3:BODY_7:BODY_9|0
all parse trees|DT JJ NNS|BODY_5:BODY_10:BODY_4:BODY_7:BODY_8|0
a a z|DT DT FW|BODY_12:BODY_5:BODY_2:BODY_3:BODY_4:BODY_7:BODY_8:BODY_9|0
the parse trees|DT JJ NNS|BODY_5:BODY_2:BODY_3|0
a determinization p|DT NN NN|BODY_1:BODY_2:BODY_3:BODY_9|0
the start symbol|DT NN NN|BODY_6:BODY_3:BODY_4:BODY_7|0
( 4 )|-LRB- CD -RRB-|BODY_5:BODY_1:BODY_4:BODY_7:BODY_8|0
the second coordinates|DT JJ NNS|BODY_6:BODY_11:BODY_4|0
( ff i|-LRB- NN NN|BODY_2:BODY_7:BODY_9|0
1 ) parser|CD -RRB- NN|BODY_6:BODY_5:BODY_4:BODY_7|0
the parser p|DT NN NN|BODY_5:BODY_13:BODY_3:BODY_7|0
our rewriting rules|PRP$ NN NNS|BODY_2|0
main theorem 5.1|JJ NN CD|BODY_6:BODY_1:BODY_4:BODY_7|0
all grammar symbols|DT JJ NNS|BODY_2:BODY_3:BODY_4|0
the generated parsers|DT VBN NNS|BODY_5:BODY_3:BODY_10|0
an input production|DT NN NN|BODY_5:BODY_2:BODY_3|0
a grammar symbol|DT JJ NN|BODY_2:BODY_4:BODY_8|0
the grammar symbols|DT JJ NNS|BODY_1:BODY_8|0
a @ f|DT IN NN|BODY_5:BODY_4:BODY_8|0
the current configuration|DT JJ NN|BODY_6:BODY_5:BODY_3|0
the derived production|DT VBN NN|BODY_6:BODY_1:BODY_3:BODY_8|0
a set e|DT NN NN|BODY_1:BODY_2:BODY_3|0
the main result|DT JJ NN|BODY_2:BODY_3|0
the resolved parser|DT VBN NN|BODY_6:BODY_3|0
an ambiguous grammar|DT JJ NN|BODY_2|0
the input buffer|DT NN NN|BODY_5:BODY_3|0
linear time parsers|JJ NN NNS|BODY_5:BODY_3:BODY_7|0
a t e|DT NN NN|BODY_3|0
the sub-parse trees|DT JJ NNS|BODY_2:BODY_9|0
e!e sube supe|JJ NN NN|BODY_6:BODY_3|0
( 3 )|-LRB- CD -RRB-|BODY_5:BODY_8|0
the set e|DT NN NN|BODY_5:BODY_3|0
the set m|DT NN NN|BODY_3|0
j j@ @|RB JJ NN|BODY_6:BODY_5|0
each entry e|DT NN NN|BODY_13:BODY_3:BODY_7|0
terminals and non-terminals|NNS CC NNS|BODY_3|0
the following definitions|DT JJ NNS|BODY_4|0
reused grammar fragments|JJ NN NNS|BODY_4|0
a nato grant|DT NN NN|BODY_5|0
error recovery [ghezzi|NN NN NN|BODY_5|0
a sentential form|DT JJ NN|BODY_2:BODY_3|0
a semi-automatic way|DT JJ NN|BODY_3|0
a general outline|DT JJ NN|BODY_2:BODY_4|0
soisalon-soininen [1990 ]|JJ NN NN|BODY_12|0
two parse trees|CD JJ NNS|BODY_2:BODY_4|0
an adequate determinization|DT JJ NN|BODY_3|0
a standard text|DT JJ NN|BODY_13|0
the generated parser|DT VBN NN|BODY_2:BODY_9|0
blikle , tarlecki|NN , NN|BODY_6:BODY_2|0
equivalent parse trees|JJ NN NNS|BODY_2:BODY_3|0
a sub-parse tree|DT JJ NN|BODY_4:BODY_7|0
the exact statement|DT JJ NN|BODY_2|0
a grammar g|DT NN NN|BODY_2:BODY_1|0
the root symbol|DT NN NN|BODY_5:BODY_10|0
p and e|NN CC NN|BODY_6:BODY_2|0
these new classes|DT JJ NNS|BODY_2|0
strict partial ordering|JJ JJ NN|BODY_9|0
x ! ff|NNP . NN|BODY_5:BODY_4:BODY_8|0
the following conditions|DT JJ NNS|BODY_3:BODY_8|0
only possible due|RB JJ JJ|BODY_2|0
t 0 1|NN CD CD|BODY_5:BODY_7:BODY_9|0
more ambiguity resolutions|RBR JJ NNS|BODY_3|0
a simple example|DT JJ NN|BODY_2:BODY_1|0
the same sentence|DT JJ NN|BODY_5:BODY_11:BODY_8|0
the first coordinates|DT JJ NNS|BODY_5:BODY_4|0
billot and lang|NN CC NN|BODY_3|0
an empty string|DT JJ NN|BODY_2|0
semantically irrelevant ambiguity|RB JJ NN|BODY_2|0
t and u|NN CC NN|BODY_2|0
the disambiguated parser |DT JJ NN|BODY_1|0
the generally reserved|DT RB VBN|BODY_1|0
the unique parsings|DT JJ NNS|BODY_1|0
direct commercial advantage|JJ JJ NN|BODY_6|0
some technical remarks|DT JJ NNS|BODY_5|0
some disambiguating rules|DT JJ NNS|BODY_4:BODY_7|0
modula-2 [ wirth|JJ NN NN|BODY_11|0
only acm transactions|RB JJ NNS|BODY_3|0
0 parse trees|CD NN NNS|BODY_8|0
all or part|DT CC NN|BODY_3|0
the current paper|DT JJ NN|BODY_2|0
a given sentence|DT VBN NN|BODY_7|0
the canonical lr(|DT JJ NN|BODY_3|0
shifting and reducing|VBG CC VBG|BODY_5|0
the universal parser|DT JJ NN|BODY_5|0
d solves problem|VBN NNS NN|BODY_2|0
such rewriting rules|JJ VBG NNS|BODY_2|0
the same grammar|DT JJ NN|BODY_7|0
an incomplete parser|DT JJ NN|BODY_7|0
the canonical ll(|DT JJ NN|BODY_2|0
several language designers|JJ NN NNS|BODY_6|0
the different actions|DT JJ NNS|BODY_2|0
an associative operation|DT JJ NN|BODY_11|0
the same root|DT JJ NN|BODY_6:BODY_8|0
the set r|DT NN NN|BODY_2|0
a large grammar|DT JJ NN|BODY_8|0
 canonical lr|DT JJ NN|BODY_9|0
the structural am|DT JJ VBP|BODY_10|0
a parser p|DT NN NN|BODY_4:BODY_7|0
its second coordinates|PRP$ JJ NNS|BODY_3|0
the desired well-foundedness|DT VBN NN|BODY_4|0
exactly the set|RB DT NN|BODY_4:BODY_7|0
the two parsings|DT CD NNS|BODY_4|0
his own priorities|PRP$ JJ NNS|BODY_4|0
our prioritizing sets|PRP$ JJ NNS|BODY_8|0
canonical parse trees|JJ JJ NNS|BODY_6:BODY_7|0
a larger context|DT JJR NN|BODY_5|0
a resolved parser|DT VBN NN|BODY_3|0
large parse trees|JJ JJ NNS|BODY_5|0
the no-junk property|DT JJ NN|BODY_7|0
a programming language|DT NN NN|BODY_6|0
an exact algorithm|DT JJ NN|BODY_4|0
the single son|DT JJ NN|BODY_3|0
2 ) technique|CD -RRB- NN|BODY_3|0
rooting u i|NN PRP NN|BODY_13|0
an empty sequences|DT JJ NNS|BODY_5|0
the input symbol|DT NN NN|BODY_6:BODY_8|0
a special role|DT JJ NN|BODY_2|0
the lalr(k )|DT NN -RRB-|BODY_5|0
the first configuration|DT JJ NN|BODY_2|0
grammar ( 2|NN -LRB- CD|BODY_5:BODY_2|0
t 0 substitution|NN CD NN|BODY_2|0
some precise definitions|DT JJ NNS|BODY_6|0
the above grammar|DT JJ NN|BODY_2|0
the input symbols|DT NN NNS|BODY_2|0
a matching pair|DT JJ NN|BODY_4|0
only exponential bounds|RB JJ NNS|BODY_2|0
a string ff|DT NN NN|BODY_4:BODY_9|0
some parse tree|DT JJ NN|BODY_12:BODY_7|0
[r ) oe|NN -RRB- NN|BODY_6:BODY_5|0
just for sentences|RB IN NNS|BODY_5|0
a problematic grammar|DT JJ NN|BODY_2|0
any derived production|DT VBN NN|BODY_3|0
's heuristic [|POS JJ NN|BODY_4|0
the following parsing|DT VBG NN|BODY_3|0
only one conflict|JJ CD NN|BODY_9|0
trivially ( ii|RB -LRB- NNS|BODY_5|0
short the paper|JJ DT NN|BODY_2|0
more dynamic systems|JJR JJ NNS|BODY_5|0
x ) fi)|SYM -RRB- NN|BODY_4|0
grammar ( 5|NN -LRB- CD|BODY_8|0
( ( 7|-LRB- -LRB- CD|BODY_12|0
an acm transactions|DT JJ NNS|BODY_9|0
a shortened version|DT JJ NN|BODY_2|0
the ll(k )|DT NN -RRB-|BODY_4|0
-a finite set|JJ JJ NN|BODY_4|0
completeness and termination|NN CC NN|BODY_11|0
, and then|, CC RB|BODY_7|0
an internal node|DT JJ NN|BODY_3|0
[ r) oe|JJ NN NN|BODY_3:BODY_9|0
verify this completeness|RB DT NN|BODY_2|0
n including n|RB VBG RB|BODY_9|0
a better base|DT JJR NN|BODY_4|0
a dangling else|DT JJ JJ|BODY_4|0
p-canonical parse trees|JJ JJ NNS|BODY_5|0
no infinite sequence|DT JJ NN|BODY_7|0
the nearest preceding |DT JJS VBG|BODY_12|0
( 6 )|-LRB- CD -RRB-|BODY_4|0
a formal language|DT JJ NN|BODY_4|0
u ( 2|NNP -LRB- CD|BODY_2|0
some specific parser|DT JJ NN|BODY_2:BODY_7|0
these rewriting rules|DT NN NNS|BODY_12|0
the prelimary sections|DT JJ NNS|BODY_3|0
the ad-hoc rule|DT JJ NN|BODY_10|0
a key concept|DT JJ NN|BODY_7|0
document style acmtrans|NN NN NNS|BODY_4|0
this homemade reprent|DT NN NN|BODY_1|0
our automatic verification|PRP$ JJ NN|BODY_8|0
a precise definition|DT JJ NN|BODY_2|0
the notational difference|DT JJ NN|BODY_2|0
the deliberate use|DT JJ NN|BODY_3|0
the semantic definition|DT JJ NN|BODY_3|0
an ordered pair|DT JJ NN|BODY_2|0
the last production|DT JJ NN|BODY_2|0
the subsequent configuration|DT JJ NN|BODY_8|0
only future experience|RB JJ NN|BODY_5|0
the preliminary definitions|DT JJ NNS|BODY_6|0
an exact description|DT JJ NN|BODY_3|0
the ' p|DT `` NN|BODY_6|0
the first production|DT JJ NN|BODY_6|0
parse tree t|JJ NN NN|BODY_4|0
. 251- 254]|. CD CD|BODY_5|0
the modified version|DT VBN NN|BODY_2|0
their own languages|PRP$ JJ NNS|BODY_11|0
various anonymous referees|JJ JJ NNS|BODY_17|0
the following theorem|DT VBG NN|BODY_3|0
the normal priorities|DT JJ NNS|BODY_4|0
grammars and parsing|NNS CC NN|BODY_14|0
possibly empty strings|RB JJ NNS|BODY_9|0
the basic notion|DT JJ NN|BODY_4|0
that e oe|IN NN NN|BODY_8|0
the table init|DT NN NN|BODY_16|0
e 0 out|NN CD IN|BODY_2|0
an e oe|DT NN NN|BODY_3|0
u ) 2|NNP -RRB- CD|BODY_2|0
the following set|DT VBG NN|BODY_7|0
e prioritizes p|NN NNS NN|BODY_5:BODY_8|0
r @ f|NN NN NN|BODY_7|0
a general heuristic|DT JJ NN|BODY_2|0
 shared forests|JJ VBN NNS|BODY_3|0
! ffy fl|. JJ NN|BODY_3|0
the most general|DT RBS JJ|BODY_2|0
no explicit test|DT JJ NN|BODY_3|0
the following components|DT VBG NNS|BODY_3|0
the ( e|DT -LRB- NN|BODY_2|0
the correct semantics|DT JJ NNS|BODY_6|0
o ( 4|IN -LRB- CD|BODY_4|0
the first action|DT JJ NN|BODY_6:BODY_7|0
a time linear|DT NN JJ|BODY_5|0
also finite sets|RB JJ NNS|BODY_8|0
the traditional notion|DT JJ NN|BODY_2|0
now three possibilities|RB CD NNS|BODY_2|0
all later examples|DT JJ NNS|BODY_4|0
only the productions|RB DT NNS|BODY_5|0
all the details|PDT DT NNS|BODY_6|0
any desired set|DT VBN NN|BODY_6|0
) but not|-RRB- CC RB|BODY_5|0
parse tree relation|JJ NN NN|BODY_3|0
the traditional approach|DT JJ NN|BODY_2|0
such a grammar|JJ DT NN|BODY_3|0
no other cases|DT JJ NNS|BODY_12|0
a correct parser|DT JJ NN|BODY_3|0
a disambiguating rule|DT JJ NN|BODY_4|0
an exact solution|DT JJ NN|BODY_5|0
some other reason|DT JJ NN|BODY_6|0
section 6 discusses|NN CD NNS|BODY_1|0
the other techniques|DT JJ NNS|BODY_5|0
a significant improvement|DT JJ NN|BODY_3|0
the following grammar|DT VBG NN|BODY_1|0
the rewriting rules|DT NN NNS|BODY_6|0
's canonical lr(|POS JJ NN|BODY_5|0
some convenient notions|DT JJ NNS|BODY_8|0
the technical report|DT JJ NN|BODY_1|0
a final segment|DT JJ NN|BODY_6|0
a single son|DT JJ NN|BODY_2|0
a good resolution|DT JJ NN|BODY_7|0
a and b|DT CC NN|BODY_6|0
incompleteness or incorrectness|NN CC NN|BODY_7|0
the basic idea|DT JJ NN|BODY_1|0
)-minimal parse trees|JJ JJ NNS|BODY_4|0
the following property|DT JJ NN|BODY_6|0
b ) 2|NN -RRB- CD|BODY_4|0
the other hand|DT JJ NN|BODY_1|0
the non-deterministic parser|DT JJ NN|BODY_1|0
the most beautiful|DT RBS JJ|BODY_6|0
our set e|PRP$ NN NN|BODY_2|0
whose single node|WP$ JJ NN|BODY_7|0
local ambiguity corresponds|JJ NN NNS|BODY_15|0
no input production|DT NN NN|BODY_15|0
the non-deterministic parsers|DT JJ NNS|BODY_3|0
some more detail|DT JJR NN|BODY_4|0
a fixed priority|DT VBN NN|BODY_5|0
prioritizes a parser|RB DT NN|BODY_3|0
init state actions|NN NN NNS|BODY_5|0
( ii )|-LRB- NNS -RRB-|BODY_2|0
a constructor pt|DT NN NN|BODY_2|0
a major role|DT JJ NN|BODY_3|0
the basic concepts|DT JJ NNS|BODY_2|0
an appropriate parsing|DT JJ NN|BODY_4|0
the second component|DT JJ NN|BODY_4|0
a canonical action|DT JJ NN|BODY_17|0
no grammar symbols|DT JJ NNS|BODY_3|0
all matched determinizations|DT VBN NNS|BODY_2|0
that a! bc|DT NN NN|BODY_3|0
a symbol x|DT NN NN|BODY_2|0
the entry e|DT NN NN|BODY_5|0
that p e|IN NN NN|BODY_9|0
) u-prioritizes p.|-RRB- NNS NN|BODY_16|0
each grammar symbol|DT NN NN|BODY_14|0
a single symbol|DT JJ NN|BODY_11|0
each other if|DT JJ IN|BODY_7|0
terminals and nonterminals|NNS CC NNS|BODY_2|0
a non- node|DT JJ NN|BODY_9|0
simple parse tree|JJ NN NN|BODY_6|0
