error|NN|BODY_6:BODY_5:BODY_16:ABSTRACT_4:TITLE_3:BODY_1:BODY_2:BODY_3:BODY_4:BODY_8|0
it|PRP|BODY_6:BODY_12:BODY_5:BODY_2:BODY_1:BODY_3:BODY_4:BODY_7:BODY_8|2
equation ( 1 )|NN -LRB- CD -RRB-|BODY_6:BODY_5:BODY_2:BODY_1:BODY_3:BODY_4:BODY_7|1
a new operator equation|DT JJ NN NN|BODY_4|1
the discrete linear system|DT JJ NN NN|BODY_6:BODY_5:BODY_2:BODY_3:BODY_9|0
the l p -norm|DT JJ NN NN|BODY_6:BODY_2|0
the constant ffi p|DT JJ NN NN|BODY_5:BODY_11:BODY_2|0
reflectance and emission functions|NN CC NN NNS|BODY_2|0
the resulting linear system|DT VBG JJ NN|BODY_3:BODY_14|0
an approximation f n|DT NN NN NN|BODY_5:BODY_3|0
a local coordinate system|DT JJ VB NN|BODY_2|0
this a reasonable ex|DT DT JJ NN|BODY_3|0
a global illumination problem|DT JJ NN NN|BODY_1:BODY_3:BODY_7|0
the wave optics effect|DT NN NNS NN|BODY_3:BODY_4|0
the least squares method|DT JJS NNS NN|BODY_2:BODY_3:BODY_4|0
the surface radiance function|DT NN NN NN|BODY_7|0
a and ffi b|DT CC NN NN|BODY_4:BODY_9|0
a rectangular diffuse receiver|DT JJ JJ NN|BODY_4|0
one reflection ( figures|CD NN -LRB- NNS|BODY_8|0
a finite-dimensional linear operator|DT JJ NN NN|BODY_2|0
no sources or sinks|DT NNS CC NNS|BODY_4|0
directional dependenceanda quadrilateral mesh|JJ NN JJ NN|BODY_5|0
the k operator maps|DT NN NN NNS|BODY_5|0
the generous equipment grant|DT JJ NN NN|BODY_2|0
k f k 1|NN NN NN CD|BODY_4|0
equation ( 42 )|NN -LRB- CD -RRB-|BODY_6:BODY_3|0
discrete boundary element approaches|JJ NN NN NNS|BODY_2|0
a subspace y ae|DT NN NN NNS|BODY_4|0
most global illumination algorithms|RBS JJ NN NNS|BODY_1:BODY_7|0
interactive computer graphics input|JJ NN NNS NN|BODY_3|0
the local reflection operator|DT JJ NN NN|BODY_2|0
the present error analysis|DT JJ NN NN|BODY_2|0
a block matrix [13]|DT NN NN NN|BODY_7|0
the radiance function f|DT NN NN NN|BODY_5|0
either empirical or theoretical|DT JJ CC JJ|BODY_5|0
varied lighting condi- tions|JJ NN NNS NNS|BODY_3|0
the computational error present|DT JJ NN NN|BODY_3|0
a more efficient structure|DT RBR JJ NN|BODY_6|0
the linear operator m|DT NN NN NN|BODY_5|0
the more difficult errors|DT RBR JJ NNS|BODY_3|0
all 1 - p|DT LS : NN|BODY_5:BODY_1:BODY_4|0
cohen and greenberg [8|NN CC NN NNS|BODY_2|0
the the discretization error|DT DT NN NN|BODY_9|0
all l p -norms|DT JJ NN NNS|BODY_2|0
the form factor computations|DT NN NN NNS|BODY_2|0
essentially the same steps|RB DT JJ NNS|BODY_5|0
the top curve suffices|DT JJ NN NNS|BODY_2|0
a given physical environment|DT VBN JJ NN|BODY_2|0
many global illumination algorithms|JJ JJ NN NNS|BODY_2|0
the definition or relation|DT NN CC NN|BODY_4|0
more general inner products|JJR JJ JJ NNS|BODY_3|0
a perturbed system e|DT JJ NN NN|BODY_10|0
a smooth lambertian reflector|DT JJ JJ NN|BODY_2|0
an emission function g|DT NN NN NN|BODY_8|0
the function space x|DT NN NN NN|BODY_6|0
the same physical principles|DT JJ JJ NNS|BODY_3|0
a linear operator equation|DT NN NN NN|BODY_4|0
a finite linear combination|DT JJ NN NN|BODY_6|0
mesh size upper collocation|VB NN JJ NN|BODY_2:BODY_1:BODY_3|0
a geometrical optics formalism|DT JJ NNS NN|BODY_3|0
exactly one collocation point|RB CD NN NN|BODY_4|0
the bound computing values|DT JJ NN NNS|BODY_7|0
a known finite-dimensional subspace|DT VBN JJ NN|BODY_4|0
the implicit function x|DT JJ NN NN|BODY_4|0
the source term g|DT NN NN NN|BODY_12|0
n linearly independent functionals|NN RB JJ NNS|BODY_2|0
a and e b|DT CC NN NN|BODY_6|0
an integral operator accounting|DT NN NN NN|BODY_3|0
the more abstract theory|DT JJR JJ NN|BODY_5|0
the error k f|DT NN NN NN|BODY_8|0
inexact or noisy data|JJ CC JJ NNS|BODY_4|0
equation ( 47 )|NN -LRB- CD -RRB-|BODY_3|0
( c ) space|-LRB- NN -RRB- NN|BODY_5|0
the second inner product|DT JJ JJ NN|BODY_3|0
f f ~ ~|NN NN JJ JJ|BODY_3|0
equation ( 20 )|NN -LRB- CD -RRB-|BODY_3|0
deterministic boundary element formulations|JJ NN NN NNS|BODY_13|0
an explicit projection operator|DT JJ NN NN|BODY_5|0
the maximum directional reflectivity|DT NN JJ NN|BODY_8|0
only certain integrability conditions|RB JJ NN NNS|BODY_3|0
a linear algebraic structure|DT JJ JJ NN|BODY_3|0
sections 6.1 , 6.2|NNS CD , CD|BODY_7|0
the above equation defines|DT JJ NN NNS|BODY_2|0
a ) ( b|DT -RRB- -LRB- NN|BODY_4|0
finite-dimensional ) linear system|JJ -RRB- NN NN|BODY_6|0
the more general class|DT RBR JJ NN|BODY_5|0
the continuous governing equation|DT JJ NN NN|BODY_4|0
no universally accepted definition|DT RB VBN NN|BODY_2|0
a bidirectional reflectance function|DT JJ NN NN|BODY_5|0
the underlying physical principles|DT JJ JJ NNS|BODY_2|0
the resulting radiance function|DT VBG NN NN|BODY_5|0
the resulting geometric series|DT VBG JJ NN|BODY_2|0
those employing surface discretizations|DT VBG NN NNS|BODY_5|0
a more complete discussion|DT RBR JJ NN|BODY_1|0
a third distinct class|DT JJ JJ NN|BODY_2|0
the linear functionals oe|DT NN NNS NN|BODY_3|0
the incident field radiance|DT NN NN NN|BODY_5|0
a third contrasting approach|DT JJ NN NN|BODY_1|0
the major projection methods|DT JJ NN NNS|BODY_2|0
equation ( 9 )|NN -LRB- CD -RRB-|BODY_4|0
equation ( 3 )|NN -LRB- CD -RRB-|BODY_8|0
a single point x|DT JJ NN NN|BODY_8|0
radiative transfer global illumination|JJ NN JJ NN|BODY_1|0
i j kgu i|FW FW FW FW|BODY_5|0
the discrete finite-dimensional problem|DT JJ JJ NN|BODY_1|0
the best approximation attainable|DT JJS NN NN|BODY_6|0
 small  perturbations|RB JJ RB NNS|BODY_6|0
the discretization error k|DT NN NN NN|BODY_1|0
the best possible approximation|DT JJS JJ NN|BODY_5|0
a wavelet decomposition [12]|DT NN NN NN|BODY_8|0
a normed linear space|DT JJ NN NN|BODY_8|0
( 51 ) equation|-LRB- CD -RRB- NN|BODY_1|0
( c ) -norm|-LRB- NN -RRB- NN|BODY_11|0
both k and g|DT NN CC NN|BODY_4|0
the l 2 -norm|DT NN CD NN|BODY_4|0
the single exception results|DT JJ NN NNS|BODY_1|0
the two projection methods|DT CD NN NNS|BODY_1|0
nearly a century [4]|RB DT NN NN|BODY_7|0
the solid angle d|DT JJ NN NN|BODY_18|0
the subsequent error analysis|DT JJ NN NN|BODY_3|0
an inner product space|DT JJ NN NN|BODY_12|0
all h 2 x|DT NN CD NN|BODY_5|0
the conceptual error taxonomy|DT JJ NN NN|BODY_1|0
troutman and max [37]|NN CC NN NN|BODY_5|0
equation ( 27 )|NN -LRB- CD -RRB-|BODY_1|0
4.1 perturbed boundary data|CD JJ NN NNS|BODY_1|0
k k k 1|NN NN NN CD|BODY_7|0
energy conservation and reciprocity|NN NN CC NN|BODY_5|0
the l 1 -norm|DT NN CD NN|BODY_1|0
the given function norm|DT VBN NN NN|BODY_7|0
6.1.2 perturbed surface geometry|CD JJ NN NN|BODY_1|0
an area-to-area form factor|DT NN NN NN|BODY_7|0
a very natural sense|DT RB JJ NN|BODY_12|0
the standard operator norm|DT JJ NN NN|BODY_1|0
6.1 perturbed boundary data|CD JJ NN NNS|BODY_1|0
the forgoing physical assumptions|DT JJ JJ NNS|BODY_1|0
the non-negative quantity k|DT JJ NN NN|BODY_5|0
( 36 ) g|-LRB- CD -RRB- NN|BODY_1|0
essentially boundary element methods|RB NN NN NNS|BODY_7|0
the given basis functions|DT VBN NN NNS|BODY_10|0
the worst-case absolute error|DT JJ JJ NN|BODY_1|0
7 the combined effect|CD DT VBN NN|BODY_1|0
a finite dimensional space|DT JJ JJ NN|BODY_3|0
an explicit matrix [7]|DT JJ NN NN|BODY_12|0
the perturbed linear system|DT JJ NN NN|BODY_1|0
the above categories|DT JJ NNS|BODY_2:BODY_7|1
a projection operator|DT NN NN|BODY_2|1
direct radiative transfer|JJ JJ NN|BODY_5|1
simulating radiant transfer|VBG JJ NN|BODY_1|1
a projection method|DT NN NN|BODY_7|1
the matrix elements|DT NN NNS|BODY_6:BODY_5:BODY_2:BODY_1:BODY_14:BODY_3:BODY_8|0
the exact solution|DT JJ NN|BODY_5:BODY_2:BODY_4:BODY_7|0
the basis functions|DT NN NNS|BODY_3:BODY_7|0
the finite-dimensional space|DT JJ NN|BODY_2:BODY_9|0
the residual error|DT JJ NN|BODY_11:BODY_5:BODY_4:BODY_7|0
the linear system|DT NN NN|BODY_2:BODY_3|0
the analytic solution|DT JJ NN|BODY_6:BODY_5:BODY_3|0
perturbed boundary data|JJ NN NNS|BODY_2:BODY_4:BODY_9|0
tensor product polynomials|NN NN NNS|BODY_5:BODY_2|0
imprecise surface geometry|NN NN NN|BODY_2:BODY_3|0
global illumination problems|JJ NN NNS|BODY_6:BODY_3:BODY_4|0
a simple configuration|DT JJ NN|BODY_3:BODY_8|0
the operator norm|DT NN NN|BODY_6:BODY_2|0
the input data|DT NN NNS|BODY_6:BODY_3:BODY_7|0
the lower bound|DT JJR JJ|BODY_3|0
boundary element methods|NN NN NNS|BODY_2|0
k f k|NN NN NN|BODY_6:BODY_2:BODY_4|0
each surface point|DT NN NN|BODY_3:BODY_4|0
the solution process|DT NN NN|BODY_3:BODY_4|0
three different norms|CD JJ NNS|BODY_6:BODY_4|0
the closest approximation|DT JJS NN|BODY_2:BODY_4|0
goral et al|JJ NNP NN|BODY_4:BODY_7|0
direct radiative exchange|JJ JJ NN|BODY_11:BODY_2|0
the discretization errors|DT NN NNS|BODY_5:BODY_2|0
the final solution|DT JJ NN|BODY_3:BODY_4|0
a linear combination|DT NN NN|BODY_5:BODY_9|0
the maximum reflectivity|DT JJ NN|BODY_3:BODY_4|0
the actual solution|DT JJ NN|BODY_3:BODY_4|0
the classic texts|DT JJ NNS|BODY_2|0
piecewise-constant basis functions|JJ NN NNS|BODY_2|0
more realistic error|RBR JJ NN|BODY_3|0
the galerkin method|DT NN NN|BODY_5:BODY_2|0
the above expression|DT JJ NN|BODY_18:BODY_7|0
an upper bound|DT JJ JJ|BODY_1:BODY_3|0
a linear operator|DT NN NN|BODY_3|0
the rendering equation|DT NN NN|BODY_4|0
the galerkin projection|DT NN NN|BODY_2|0
( 17 )|-LRB- CD -RRB-|BODY_5:BODY_11:BODY_4:BODY_8|0
hierarchical radiosity [13]|JJ NN NN|BODY_5|0
the incident beam|DT NN NN|BODY_17:BODY_9|0
aupperle et al|JJ NNP NN|BODY_2|0
new york 14853|JJ NN CD|BODY_5|0
that thermal energy|DT JJ NN|BODY_2|0
the local coordinates|DT JJ NNS|BODY_4|0
planar boundary elements|NN NN NNS|BODY_3|0
the g operator|DT JJ NN|BODY_2:BODY_4|0
any surface point|DT NN NN|BODY_2|0
the iterative solution|DT JJ NN|BODY_6|0
the balance equation|DT NN NN|BODY_1:BODY_3|0
the two projections|DT CD NNS|BODY_5:BODY_3|0
constant basis functions|JJ NN NNS|BODY_2|0
the discrete problem|DT NN NN|BODY_2:BODY_8|0
the large scale|DT JJ NN|BODY_5|0
the nsf grant|DT JJ NN|BODY_2|0
g and k|NN CC NN|BODY_7|0
a distant surface|DT JJ NN|BODY_4|0
( 5 )|-LRB- CD -RRB-|BODY_2|0
a truncated series|DT JJ NN|BODY_3|0
block matrix approximations|NN NN NNS|BODY_4:BODY_7|0
interference and diffraction|NN CC NN|BODY_6|0
the linear sys|DT NN NNS|BODY_7|0
hanrahan et al|JJ NNP NN|BODY_7|0
the same analysis|DT JJ NN|BODY_5|0
that m \gamma1|WDT NN NN|BODY_5|0
progressive radiosity [7]|JJ NN NN|BODY_2|0
a real number|DT JJ NN|BODY_11|0
et al .[8]|NNP NN NN|BODY_6|0
an analogous statement|DT JJ NN|BODY_3|0
the light source|DT NN NN|BODY_2|0
a finite amount|DT JJ NN|BODY_4|0
a collocation projection|DT NN NN|BODY_2|0
very special cases|RB JJ NNS|BODY_2|0
the function norms|DT NN NNS|BODY_2|0
dist ( f|NN -LRB- NN|BODY_3|0
the stopping criterion|DT NN NN|BODY_8|0
several useful consequences|JJ JJ NNS|BODY_1|0
the essential relationship|DT JJ NN|BODY_1|0
the radiometric formulation|DT JJ NN|BODY_1|0
this inequal- ity|DT JJ NN|BODY_2|0
the previous section|DT JJ NN|BODY_2:BODY_4|0
the polar angles|DT JJ NNS|BODY_7|0
a similar nature|DT JJ NN|BODY_6|0
the computational methods|DT JJ NNS|BODY_6|0
the resulting matrix|DT VBG NN|BODY_4|0
( 14 )|-LRB- CD -RRB-|BODY_3|0
( 23 )|-LRB- CD -RRB-|BODY_3|0
the enclosure m|DT NN NN|BODY_3|0
the upper curve|DT JJ NN|BODY_5|0
its norm supplies|PRP$ JJ NNS|BODY_4|0
the kernel k|DT NN NN|BODY_2|0
the reciprocity property|DT NN NN|BODY_3|0
certain reciprocity conditions|JJ NN NNS|BODY_2|0
a wide assortment|DT JJ NN|BODY_2|0
an approximate solution|DT JJ NN|BODY_3|0
the reflected vector|DT VBN NN|BODY_2|0
the original integral|DT JJ NN|BODY_3|0
a starting point|DT VBG NN|BODY_6|0
an operator equation|DT NN NN|BODY_3|0
the above inequality|DT JJ NN|BODY_5|0
gaussian elimination [10]|JJ NN NN|BODY_4|0
the infinite-dimensional problem|DT JJ NN|BODY_4|0
the radiance functions|DT NN NNS|BODY_11|0
ray tracing [38]|NN VBG NN|BODY_3|0
no analogous structure|DT JJ NN|BODY_7|0
a numerical experiment|DT JJ NN|BODY_2|0
k t k|NN NN NN|BODY_2|0
an integral operator|DT JJ NN|BODY_9|0
the ubiquitous cosines|DT JJ NNS|BODY_4|0
some vector norm|DT NN NN|BODY_5|0
the optimal approximation|DT JJ NN|BODY_4|0
transparent sur- faces|JJ NNS NNS|BODY_4|0
the practical limits|DT JJ NNS|BODY_2|0
immediate physical interpretations|JJ JJ NNS|BODY_5|0
the linear functionals|DT NN NNS|BODY_3|0
the emission function|DT NN NN|BODY_9|0
the parameter n|DT NN NN|BODY_5|0
an explicit formula|DT JJ NN|BODY_6|0
oe and m|NN CC NN|BODY_2|0
the difficult issues|DT JJ NNS|BODY_5|0
the idealized problems|DT JJ NNS|BODY_2|0
the total power|DT JJ NN|BODY_4|0
the sequential steps|DT JJ NNS|BODY_4|0
absorption and re-emission|NN CC NN|BODY_6|0
the algebraic structure|DT JJ NN|BODY_11|0
the exact g|DT JJ NN|BODY_4|0
radiative transfer processes|JJ NN NNS|BODY_4|0
local field radiance|JJ NN NN|BODY_13|0
two novel features|CD NN NNS|BODY_2|0
the previous ideas|DT JJ NNS|BODY_7|0
a different notion|DT JJ NN|BODY_6|0
a linear model|DT JJ NN|BODY_9|0
no systematic treatment|DT JJ NN|BODY_3|0
the entire matrix|DT JJ NN|BODY_4|0
two projection methods|CD NN NNS|BODY_6|0
discontinuity meshing [14|NN NN NNS|BODY_1|0
the latter strategy|DT JJ NN|BODY_3|0
uniform quadrilateral elements|NN JJ NNS|BODY_3|0
point-to-area form factors|JJ NN NNS|BODY_6|0
the three bounds|DT CD NNS|BODY_4|0
the right correspond|DT JJ NN|BODY_2|0
the constraints oe|DT NNS NN|BODY_2|0
the following choices|DT VBG NNS|BODY_2|0
the thermodynamic principles|DT JJ NNS|BODY_4|0
the intuitive operation|DT JJ NN|BODY_3|0
37] or wavelets|CD CC NNS|BODY_3|0
the two directions|DT CD NNS|BODY_4|0
( 26 )|-LRB- CD -RRB-|BODY_4|0
the worst-case behavior|DT JJ NN|BODY_6|0
this last source|DT JJ NN|BODY_2|0
the near-by problem|DT JJ NN|BODY_3|0
light sources [36|JJ NNS NNS|BODY_6|0
several other inequalities|JJ JJ NNS|BODY_9|0
a particular method|DT JJ NN|BODY_2|0
distinct linear op|JJ NN NN|BODY_6|0
geometry and reflection|NN CC NN|BODY_5|0
the vector b|DT NN NN|BODY_6|0
the reciprocity relation|DT NN NN|BODY_6|0
the surface radiance|DT NN NN|BODY_8|0
ffl radiometric quantities|JJ JJ NNS|BODY_5|0
lower figure 4|JJR NN CD|BODY_4|0
the integral form|DT JJ NN|BODY_2|0
2 ) projection|CD -RRB- NN|BODY_12|0
p n projects|VBD NN NNS|BODY_6|0
higher-order basis functions|JJ NN NNS|BODY_2|0
the numerical analogue|DT JJ NN|BODY_4|0
a directional reflectivity|DT JJ NN|BODY_14|0
a major role|DT JJ NN|BODY_4|0
the error present|DT NN NN|BODY_8|0
the nsf/arpa science|DT NN NN|BODY_6|0
a quantitative comparison|DT JJ NN|BODY_2|0
the following analysis|DT VBG NN|BODY_6:BODY_5|0
scattering and emission|NN CC NN|BODY_4|0
very little information|RB JJ NN|BODY_3|0
m , m|NN , NN|BODY_5|0
infinitely many norms|RB JJ NNS|BODY_2|0
the new notation|DT JJ NN|BODY_3|0
no analytic expression|DT JJ NN|BODY_8|0
incident radiant energy|NN JJ NN|BODY_5|0
the finite process|DT JJ NN|BODY_13|0
the operator m|DT NN NN|BODY_11|0
0 ( x|CD -LRB- NN|BODY_5|0
the unit sphere|DT NN NN|BODY_9|0
surface radiance func|NN NN NN|BODY_4|0
k and g|NN CC NN|BODY_2|0
k k k|NN NN NN|BODY_9|0
the discretization error|DT NN NN|BODY_1:BODY_4|0
their integral counterparts|PRP$ NN NNS|BODY_3|0
the computational requirements|DT JJ NNS|BODY_13|0
analytic form factors|JJ NN NNS|BODY_4|0
the same factor|DT JJ NN|BODY_11|0
the general theory|DT JJ NN|BODY_3|0
the function space|DT NN NN|BODY_3|0
the relative simplicity|DT JJ NN|BODY_17|0
equation ( 4|NN -LRB- CD|BODY_7|0
the field radiance|DT NN NN|BODY_5|0
normed linear spaces|JJ NN NNS|BODY_2|0
exact balance equation|JJ NN NN|BODY_7|0
many possible methods|JJ JJ NNS|BODY_7|0
fewer boundary elements|JJR NN NNS|BODY_2|0
the unknown coefficients|DT JJ NNS|BODY_8|0
a well-defined class|DT JJ NN|BODY_5|0
k p k|NN NN NN|BODY_7|0
a natural sense|DT JJ NN|BODY_3|0
that reflected radiance|DT VBN NN|BODY_10|0
discrete surface points|JJ NN NNS|BODY_5|0
the galerkin approach|DT JJ NN|BODY_3|0
the theoretical upper|DT JJ JJ|BODY_8|0
all surface points|DT NN NNS|BODY_7|0
the above equations|DT JJ NNS|BODY_4|0
a specific notion|DT JJ NN|BODY_11|0
the perturbed system|DT JJ NN|BODY_2|0
the approximate solution|DT JJ NN|BODY_4|0
an evaluation functional|DT NN NN|BODY_5|0
an inner product|DT JJ NN|BODY_5|0
the exact matrix|DT JJ NN|BODY_6|0
linear integral operators|NN NN NNS|BODY_5|0
a real-valued norm|DT JJ NN|BODY_4|0
the linear space|DT JJ NN|BODY_6|0
input data perturbations|NN NNS NNS|BODY_2|0
scientific visualization (|JJ NN -LRB-|BODY_9|0
the resulting bounds|DT VBG NNS|BODY_9|0
the l 1|DT NN CD|BODY_7|0
neglect energy transfer|NN NN NN|BODY_3|0
the inner products|DT JJ NNS|BODY_2|0
the original problem|DT JJ NN|BODY_5:BODY_9|0
a reasonable approximation|DT JJ NN|BODY_5|0
partially occluded surfaces|RB VBN NNS|BODY_5|0
any piecewise-constant approximation|DT JJ NN|BODY_2|0
oe mu j|NN NN NN|BODY_2|0
the directional dependence|DT JJ NN|BODY_3|0
global illumination amenable|JJ NN NN|BODY_3|0
the present analysis|DT JJ NN|BODY_6|0
a higher-level organization|DT JJ NN|BODY_3|0
the central operator|DT JJ NN|BODY_2|0
approximate form factors|JJ NN NNS|BODY_3|0
the form collocation|DT NN NN|BODY_15|0
an abstract setting|DT JJ NN|BODY_2|0
the error analysis|DT NN NN|BODY_2|0
no universal method|DT JJ NN|BODY_2|0
lebesgue integration [32|NN NN NNS|BODY_4|0
low potential [30]|JJ JJ NN|BODY_6|0
standard radiometric concepts|JJ JJ NNS|BODY_5:BODY_3|0
two crucial properties|CD JJ NNS|BODY_2|0
study discretization errors|NN NN NNS|BODY_4|0
a similar difficulty|DT JJ NN|BODY_2|0
the environment m|DT NN NN|BODY_4|0
the function k|DT NN NN|BODY_1|0
two simpler ones|CD JJR NNS|BODY_3|0
bound the errors|VBN DT NNS|BODY_5|0
such an approximation|JJ DT NN|BODY_8|0
such a projection|PDT DT NN|BODY_5|0
the reflectance term|DT NN NN|BODY_2|0
the previous sections|DT JJ NNS|BODY_3|0
a different set|DT JJ NN|BODY_5|0
approacheswhere the matrix|RB DT NN|BODY_1|0
essentially full convergence|RB JJ NN|BODY_7|0
the fundamental features|DT JJ NNS|BODY_6|0
sufficiently many constraints|RB JJ NNS|BODY_5|0
a second obstacle|DT JJ NN|BODY_1|0
global error analysis|JJ NN NN|BODY_6|0
the next conceptualstep|DT JJ NN|BODY_4|0
this simple coupling|DT JJ NN|BODY_1|0
how two aspects|WRB CD NNS|BODY_2|0
bounded radiance functions|VBN NN NNS|BODY_3|0
the net flux|DT JJ NN|BODY_7|0
jacobi iteration [13]|NN NN NN|BODY_8|0
sillion et al|CD NNP NN|BODY_1|0
the spatial dependence|DT JJ NN|BODY_7|0
all projection methods|DT NN NNS|BODY_6|0
area-to-area form factors|JJ NN NNS|BODY_7|0
( 50 )|-LRB- CD -RRB-|BODY_1|0
the ray [6]|DT NN NN|BODY_11|0
n unknown coefficients|NN JJ NNS|BODY_4|0
the maximum radiance|DT NN NN|BODY_1|0
small  errors|JJ RB NNS|BODY_8|0
perturbed reflectance functions|JJ NN NNS|BODY_7|0
n boundary elements|NN NN NNS|BODY_4|0
a large class|DT JJ NN|BODY_2|0
the problem instance|DT NN NN|BODY_6|0
x figure 1|NNP NN CD|BODY_5|0
' 0 d|POS CD NN|BODY_6|0
the greatest lower|DT JJS RBR|BODY_6|0
the upper bound|DT JJ JJ|BODY_4|0
a residual error|DT JJ NN|BODY_6|0
potentially known quantities|RB VBN NNS|BODY_18|0
( 49 )|-LRB- CD -RRB-|BODY_7|0
the identity operator|DT NN NN|BODY_7|0
possible surface geometries|JJ NN NNS|BODY_9|0
the solution f|DT NN NN|BODY_10|0
twice this distance|RB DT NN|BODY_6|0
5 quantifying error|CD VBG NN|BODY_1|0
a smoothing step|DT JJ NN|BODY_1|0
any projection method|DT NN NN|BODY_10|0
imprecise problem instances|NN NN NNS|BODY_9|0
a common example|DT JJ NN|BODY_1|0
the mesh refinement|DT NN NN|BODY_7|0
other basis functions|JJ NN NNS|BODY_8|0
probabilistic solution methods|JJ NN NNS|BODY_5|0
reflection or emission|NN CC NN|BODY_5|0
the other hand|DT JJ NN|BODY_1|0
the perturbed problem|DT JJ NN|BODY_4|0
an iterative solver|DT JJ NN|BODY_9|0
the least upper|DT JJS JJ|BODY_4|0
the reflected radiance|DT VBN NN|BODY_7|0
a universal feature|DT JJ NN|BODY_1|0
mesh elements increases|JJ NNS NNS|BODY_6|0
global ilumination [33]|JJ NN NN|BODY_6|0
collocation and galerkin|NN CC NN|BODY_7|0
4.2.1 basis functions|CD NN NNS|BODY_1|0
the exact data|DT JJ NNS|BODY_4|0
more abstract terms|JJR JJ NNS|BODY_1|0
the boundary elements|DT NN NNS|BODY_5|0
a second reason|DT JJ NN|BODY_1|0
the bottom curve|DT JJ NN|BODY_1|0
the lower curve|DT JJR NN|BODY_1|0
the top curve|DT JJ NN|BODY_1|0
directions and positions|NNS CC NNS|BODY_5|0
immel et al|JJ NNP NN|BODY_1|0
a straightforward manipulation|DT JJ NN|BODY_1|0
greater than 1.)|JJR IN CD|BODY_4|0
the greatest challenges|DT JJS NNS|BODY_1|0
the two laws|DT CD NNS|BODY_1|0
simpler geometries [13]|JJR NNS NNS|BODY_4|0
distant surface radiance|JJ NN NN|BODY_14|0
a specialized analysis|DT JJ NN|BODY_9|0
such that and|JJ IN CC|BODY_4|0
4.3 computational errors|CD JJ NNS|BODY_1|0
the limiting case|DT VBG NN|BODY_1|0
5.1 function norms|CD NN NNS|BODY_1|0
the constants m|DT NNS NN|BODY_1|0
the linear relationship|DT NN NN|BODY_1|0
specific projection-based algorithms|JJ JJ NNS|BODY_1|0
errors or simplifications|NNS CC NNS|BODY_7|0
display and perception|NN CC NN|BODY_6|0
the outgoing hemisphere|DT JJ NN|BODY_4|0
such an approach|PDT DT NN|BODY_1|0
the first technique|DT JJ NN|BODY_1|0
the second kind|DT JJ NN|BODY_5|0
the surface emission|DT NN NN|BODY_1|0
the previous stage|DT JJ NN|BODY_5|0
a second-order term|DT JJ NN|BODY_13|0
comparatively little attention|RB JJ NN|BODY_5|0
the approximating subspace|DT NN NN|BODY_8|0
accuracy and efficiency|NN CC NN|BODY_4|0
5.2 operator norms|CD NN NNS|BODY_1|0
6.3 computational errors|CD JJ NNS|BODY_1|0
highly reflective environments|RB JJ NNS|BODY_1|0
each mesh element|DT NN NN|BODY_1|0
