deadlock-free adaptive routing|JJ JJ NN|TITLE_2:ABSTRACT_3|0
a fourth virtual channel|DT JJ JJ NN|BODY_3|0
the most noticeable one|DT RBS JJ NN|BODY_1|0
four or more channels|CD CC JJR NNS|BODY_3|0
up to 1024 nodes|RB TO CD NNS|BODY_10|0
useful edge connectiv- ity|JJ NN NNS NN|BODY_4|0
node and clock cycle|NN CC NN NN|BODY_6:BODY_5|0
the node or remote|DT NN CC NN|BODY_5|0
blocked messages and messages|VBN NNS CC NNS|BODY_2|0
as message generation rate|IN NN NN NN|BODY_4|0
all the sink channels|DT DT NN NNS|BODY_5|0
dimensions 0 and 1|NNS CD CC CD|BODY_5|0
a deadlock-free adaptive algorithm|DT JJ JJ NN|BODY_1|0
three virtual channels )|CD JJ NNS -RRB-|BODY_7|0
the connection machine [16]|DT NN NN NNS|BODY_6|0
size( c i )|NN NN NN -RRB-|BODY_5|0
the header flit advances|DT NN NN NNS|BODY_1|0
this flow control mechanism|DT NN NN NN|BODY_3|0
general , adaptive routing|JJ , JJ NN|BODY_1|0
the new algorithm scales|DT JJ NN NNS|BODY_1|0
the corresponding b channel|DT JJ NN NN|BODY_5|0
a 16-ary 2-cube network|DT JJ JJ NN|BODY_5|0
all the implementation details|DT DT NN NNS|BODY_1|0
the adaptive routing function|DT JJ NN NN|BODY_1|0
data and tail flits|NNS CC NN NNS|BODY_1|0
a free physical channel|DT JJ JJ NN|BODY_3|0
64 to 4096 nodes|CD TO CD NNS|BODY_9|0
the only practical way|DT JJ JJ NN|BODY_1|0
the output channel status|DT NN NN NN|BODY_7|0
the effective network bandwidth|DT JJ NN NN|BODY_3|0
the less multiplexed channels|DT JJR JJ NNS|BODY_3|0
up to four messages|IN TO CD NNS|BODY_1|0
free or busy )|JJ CC JJ -RRB-|BODY_6|0
its channel dependency graph|PRP$ NN NN NN|BODY_6|0
fault-tolerant adaptive routing algorithms|JJ JJ NN NNS|BODY_5|0
the adaptive algorithm increases|DT JJ NN NNS|BODY_1|0
their channel dependency graph|PRP$ NN NN NN|BODY_5|0
the faulty one )|DT NN CD -RRB-|BODY_8|0
an adaptive routing algorithm|DT JJ NN NN|BODY_3|0
a deadlock .2 proof|DT NN CD NN|BODY_7|0
that|WDT|BODY_5:BODY_17:BODY_15:BODY_1:BODY_2:BODY_14:BODY_3:BODY_4:BODY_7|0
the channels|DT NNS|BODY_6:BODY_12:BODY_5:BODY_2:BODY_3:BODY_7|0
r 1|NN CD|BODY_6:BODY_5:BODY_16:BODY_2:BODY_1:BODY_3:BODY_10:BODY_4:BODY_7:BODY_8|1
physical channel|JJ NN|BODY_5:BODY_2:BODY_3:BODY_4:BODY_10:BODY_7|1
them|PRP|BODY_6:BODY_11:BODY_5:BODY_2:BODY_3:BODY_4:BODY_7:BODY_8|1
an adaptive algorithm|DT JJ NN|BODY_2:BODY_4|2
the selection function|DT NN NN|BODY_2:BODY_1:BODY_3|0
static routing algorithms|JJ NN NNS|BODY_3|1
two design methodologies|CD NN NNS|BODY_2:BODY_1:BODY_3|2
an interconnection network|DT NN NN|BODY_1:BODY_3|1
the same number|DT JJ NN|BODY_1:BODY_4:BODY_8|1
the store-and-forward routing|DT NN NN|BODY_4|1
three alternative ways|CD JJ NNS|BODY_2|1
first generation multicomputers|JJ NN NNS|BODY_5:BODY_1|1
two important advantages|CD JJ NNS|BODY_3|1
the main difference|DT JJ NN|BODY_4|1
c 1|NN CD|BODY_6:BODY_5:BODY_11:BODY_25:BODY_3:BODY_4:BODY_7:BODY_8:BODY_9|0
an important advantage|DT JJ NN|BODY_2|1
the mega [14]|DT JJ NN|BODY_2|1
grids and hypercubes|NNS CC NNS|BODY_3|1
a complex mechanism|DT JJ NN|BODY_6|1
one|CD|BODY_5:BODY_2:BODY_1:BODY_3:BODY_4|2
an important reduction|DT JJ NN|BODY_2:BODY_4|2
the proposed methodology|DT VBN NN|BODY_2|1
n dimensional meshes|NN JJ NNS|BODY_3|1
a binary 8-cube|DT JJ NN|BODY_3|1
an endless cycle|DT JJ NN|BODY_3|1
delay and throughput|NN CC NN|BODY_3|1
alternative minimal paths|JJ JJ NNS|BODY_6|1
the implementation restrictions|DT NN NNS|BODY_6|1
two virtual channels|CD JJ NNS|BODY_16:BODY_4|1
the methodology 1|DT NN CD|BODY_8|1
an important improvement|DT JJ NN|BODY_7|1
those routing algorithms|DT VBG NNS|BODY_2|1
the basic assumptions|DT JJ NNS|BODY_1|1
some basic definitions|DT JJ NNS|BODY_1|1
this selection function|DT NN NN|BODY_1|1
3 design methodologies|CD NN NNS|BODY_1|1
a similar strategy|DT JJ NN|BODY_1|1
a uniform criterion|DT JJ NN|BODY_2|1
2n virtual networks|JJ JJ NNS|BODY_5|1
deadlock-free using theorem|JJ VBG NN|BODY_6:BODY_9|1
two important differences|CD JJ NNS|BODY_2|1
the proposed methodologies|DT VBN NNS|BODY_1|1
all the flits|DT DT NNS|BODY_5:BODY_16:BODY_2:BODY_3|0
the queue head|DT NN NN|BODY_6:BODY_21:BODY_14:BODY_4:BODY_7|0
network size|NN NN|BODY_5:BODY_1:BODY_14:BODY_3:BODY_4:BODY_7|1
channel bandwidth|NN NN|BODY_5:BODY_2:BODY_1:BODY_3:BODY_4:BODY_9|1
a minimal path|DT JJ NN|BODY_6:BODY_5:BODY_1:BODY_3|0
channel multiplexing|NN NN|BODY_2:BODY_3:BODY_4:BODY_7|1
all the channels|DT DT NNS|BODY_5:BODY_3:BODY_7:BODY_8|0
a sink channel|DT NN NN|BODY_18:BODY_4:BODY_10|0
more virtual channels|JJR JJ NNS|BODY_2|0
the performance measures|DT NN NNS|BODY_1:BODY_3|0
a routing mechanism|DT NN NN|BODY_2|0
a single channel|DT JJ NN|BODY_5:BODY_2|0
a directed graph|DT VBN NN|BODY_14:BODY_9|0
each physical channel|DT JJ NN|BODY_2|0
the same conditions|DT JJ NNS|BODY_3:BODY_4|0
three virtual channels|CD JJ NNS|BODY_1:BODY_2|0
a deadlocked configuration|DT JJ NN|BODY_5:BODY_18:BODY_2:BODY_1:BODY_3:BODY_4|0
a routing function|DT JJ NN|BODY_2:BODY_3|0
four virtual channels|CD JJ NNS|BODY_5:BODY_3|0
the same direction|DT JJ NN|BODY_4|0
a data flit|DT NN NN|BODY_5:BODY_2:BODY_3:BODY_20:BODY_9|0
virtual channels increases|JJ NNS NNS|BODY_3:BODY_4|0
the destination node|DT NN NN|BODY_6:BODY_5|0
the network bisection|DT NN NN|BODY_4:BODY_7|0
the header flits|DT NN NNS|BODY_2|0
a store-and-forward mechanism|DT NN NN|BODY_3|0
outperform static strategies|JJ JJ NNS|BODY_2|0
store-and-forward routing [3|JJ NN NNS|BODY_3|0
adaptive routing functions|JJ JJ NNS|BODY_5:BODY_3|0
the routing algorithm|DT NN NN|BODY_2:BODY_7|0
channel c i|NN NN NN|BODY_3:BODY_4|0
a higher priority|DT JJR NN|BODY_2:BODY_3:BODY_4|0
an indirect dependency|DT JJ NN|BODY_11:BODY_3:BODY_7:BODY_9|0
the next channel|DT JJ NN|BODY_3|0
next( c i|JJ NN NN|BODY_6:BODY_23:BODY_8|0
the total bandwidth|DT JJ NN|BODY_3|0
a virtual channel|DT JJ NN|BODY_2|0
a drastic increase|DT JJ NN|BODY_2|0
the negative effects|DT JJ NNS|BODY_2:BODY_3|0
the first flit|DT JJ NN|BODY_1:BODY_2:BODY_7|0
average message delay|JJ NN NN|BODY_12:BODY_2:BODY_4|0
the queue heads|DT NN NNS|BODY_3:BODY_9|0
such a way|JJ DT NN|BODY_5:BODY_3|0
the remaining flits|DT VBG NNS|BODY_3:BODY_4|0
a message header|DT NN NN|BODY_2:BODY_3|0
each virtual channel|DT JJ NN|BODY_1|0
the a channels|DT DT NNS|BODY_6:BODY_2:BODY_7|0
message performance results|NN NN NNS|BODY_2|0
the network size|DT NN NN|BODY_5:BODY_4:BODY_8|0
the message-passing network|DT NN NN|BODY_5:BODY_4|0
the adaptive routing|DT JJ NN|BODY_2|0
typical message lengths|JJ NN NNS|BODY_9|0
that routing function|DT VBG NN|BODY_11:BODY_1|0
several virtual channels|JJ JJ NNS|BODY_2|0
the remaining channels|DT JJ NNS|BODY_5|0
our simulator models|PRP$ NN NNS|BODY_2|0
a given dimension|DT VBN NN|BODY_3|0
forward computer networks|JJ NN NNS|BODY_3|0
the mean value|DT JJ NN|BODY_2|0
) c i|-RRB- NN NN|BODY_2|0
the interconnection network|DT NN NN|BODY_2|0
a header flit|DT NN NN|BODY_5:BODY_10|0
a large number|DT JJ NN|BODY_5:BODY_2|0
several routing options|JJ NN NNS|BODY_2:BODY_1|0
parallel data units|JJ NNS NNS|BODY_5|0
splitting physical channels|JJ JJ NNS|BODY_6:BODY_8|0
the bandwidth b|DT NN NN|BODY_4|0
both rates differ|DT NNS VBP|BODY_2|0
an input queue|DT NN NN|BODY_4|0
static routing [10]|JJ NN NN|BODY_2|0
the negative effect|DT JJ NN|BODY_5|0
the current node|DT JJ NN|BODY_6:BODY_5|0
a channel subset|DT NN NN|BODY_2:BODY_3|0
the previous ones|DT JJ NNS|BODY_3|0
c \gamma c|NN NN NN|BODY_2:BODY_3|0
a constant value|DT JJ NN|BODY_2|0
the 2 operator|DT CD NN|BODY_2|0
free output channels|JJ NN NNS|BODY_5:BODY_3|0
a channel|DT NN|BODY_5:BODY_2:BODY_3:BODY_24:BODY_8:BODY_9|0
some other channels|DT JJ NNS|BODY_2|0
adaptive routing algorithms|JJ NN NNS|BODY_2:BODY_3|0
k virtual channels|JJ JJ NNS|BODY_6:BODY_4|0
a nonempty queue|DT JJ NN|BODY_4:BODY_8|0
the next sections|DT JJ NNS|BODY_2:BODY_3|0
the specified route|DT VBN NN|BODY_2|0
a binary 12-cube|DT JJ CD|BODY_3|0
a higher number|DT JJR NN|BODY_8|0
a steady state|DT JJ NN|BODY_2:BODY_7|0
two possible cases|CD JJ NNS|BODY_2|0
one clock cycle|CD NN NN|BODY_5:BODY_2|0
their message header|PRP$ NN NN|BODY_4|0
the n-cube dimensions|DT JJ NNS|BODY_6:BODY_3|0
printed circuit boards|VBN NN NNS|BODY_5|0
the effect|DT NN|BODY_6:BODY_1:BODY_2:BODY_3:BODY_4|3
the virtual channels|DT JJ NNS|BODY_2|0
heavily loaded networks|RB JJ NNS|BODY_6|0
message delay increases|NN NN NNS|BODY_1:BODY_2|0
account additional information|NN JJ NN|BODY_4|0
including additional information|VBG JJ NN|BODY_2|0
the existence|DT NN|BODY_5:BODY_2:BODY_1:BODY_3:BODY_4:BODY_8|0
a transient period|DT JJ NN|BODY_6|0
the step 1|DT NN CD|BODY_2:BODY_7|0
the basic one|DT JJ CD|BODY_5:BODY_3|0
a considerable influence|DT JJ NN|BODY_2|0
flit generation rate|NN NN NN|BODY_15|0
the optimal topology|DT JJ NN|BODY_3|0
additional hardware support|JJ NN NN|BODY_6:BODY_2|0
a small value|DT JJ NN|BODY_3|0
the duplicated channel|DT JJ NN|BODY_3|0
the indirect dependencies|DT JJ NNS|BODY_5:BODY_26|0
the static one|DT JJ NN|BODY_4|0
the requesting mes|DT VBG NNS|BODY_10|0
a larger effect|DT JJR NN|BODY_4|0
the term l=b|DT NN NN|BODY_2|0
different routing algorithms|JJ NN NNS|BODY_2|0
account memory contention|NN NN NN|BODY_2|0
a given node|DT VBN NN|BODY_1:BODY_7|0
a busy channel|DT JJ NN|BODY_4|0
the anonymous referees|DT JJ NNS|BODY_2|0
a particular case|DT JJ NN|BODY_1|0
an abort-and-retry technique|DT NN NN|BODY_2|0
a single hop|DT JJ NN|BODY_8:BODY_20|0
the output channel|DT NN NN|BODY_6:BODY_3|0
valid channel status|JJ NN NN|BODY_3|0
i and j|NN CC NN|BODY_11|0
a hardware implementation|DT NN NN|BODY_5|0
the message header|DT NN NN|BODY_12:BODY_5|0
the maximum amount|DT JJ NN|BODY_2|0
a single flit|DT JJ NN|BODY_5:BODY_2|0
the additional latency|DT JJ NN|BODY_2|0
the basic properties|DT JJ NNS|BODY_2|0
the second term|DT JJ NN|BODY_3|0
the algorithm performance|DT NN NN|BODY_2|0
a uniform distribution|DT JJ NN|BODY_3|0
three possible cases|CD JJ NNS|BODY_12:BODY_1|0
a pipeline fashion|DT NN NN|BODY_5:BODY_3|0
the same message|DT JJ NN|BODY_9|0
the binary n-cube|DT JJ NN|BODY_3:BODY_10|0
a few words|DT JJ NNS|BODY_2|0
the first one|DT JJ CD|BODY_1|0
the message length|DT NN NN|BODY_3|0
a straightforward extension|DT JJ NN|BODY_2|0
some node n|DT NN NN|BODY_20|0
any deadlocked configuration|DT JJ NN|BODY_10|0
p( c )|JJ NN -RRB-|BODY_2|0
the same probability|DT JJ NN|BODY_5|0
the former limitations|DT JJ NNS|BODY_3|0
a higher degree|DT JJR NN|BODY_4|0
the unidirectional channels|DT JJ NNS|BODY_8|0
the only ones|DT JJ NNS|BODY_24|0
1 and 2.|CD CC CD|BODY_5|0
a random number|DT JJ NN|BODY_3|0
the maximum sizes|DT JJ NNS|BODY_2|0
acknowledgment most assumptions|IN JJS NNS|BODY_1|0
the full proof|DT JJ NN|BODY_4|0
a high degree|DT JJ NN|BODY_3|0
a )|DT -RRB-|BODY_6:BODY_11:BODY_5:BODY_3:BODY_4|2
any minimal path|DT JJ NN|BODY_2|0
channel dependency graph|NN NN NN|BODY_6|0
4096 nodes delay|CD NNS NN|BODY_12|0
current multicomput- ers|JJ NNS NNS|BODY_3|0
the same set|DT JJ NN|BODY_7|0
the following conditions|DT JJ NNS|BODY_17|0
the step 2|DT NN CD|BODY_2|0
a channel c|DT NN NN|BODY_13|0
the effective fault-tolerance|DT JJ NN|BODY_3|0
the resulting network|DT VBG NN|BODY_1|0
wormhole routing [10]|NN NN NN|BODY_3|0
an idle network|DT JJ NN|BODY_5:BODY_1|0
any useful dimension|DT JJ NN|BODY_5|0
the power set|DT NN NN|BODY_3|0
their queue head|PRP$ JJ NN|BODY_6:BODY_11|0
any other node|DT JJ NN|BODY_3|0
message routing hardware|NN NN NN|BODY_2|0
a given pair|DT VBN NN|BODY_3|0
the queue (|DT NN -LRB-|BODY_6|0
all the messages|PDT DT NNS|BODY_6|0
a design methodology|DT NN NN|BODY_1|0
a total order|DT JJ NN|BODY_3|0
the transient period|DT JJ NN|BODY_1|0
the former algorithm|DT JJ NN|BODY_3|0
1 and shares|CD CC NNS|BODY_6|0
storage constant increases|NN JJ NNS|BODY_3|0
the new channels|DT JJ NNS|BODY_5|0
the queue capacity|DT NN NN|BODY_4|0
multistage interconnection networks|JJ NN NNS|BODY_3|0
the network bandwidth|DT NN NN|BODY_3|0
an available queue|DT JJ NN|BODY_2|0
the second one|DT JJ CD|BODY_1|0
a certain threshold|DT JJ NN|BODY_5|0
the theorems|DT NNS|BODY_2:BODY_1:BODY_3:BODY_4|2
the main reason|DT JJ NN|BODY_2|0
a new message|DT JJ NN|BODY_3|0
a regular pattern|DT JJ NN|BODY_4|0
cycles and deadlock|NNS CC NN|BODY_5|0
each virtual network|DT JJ NN|BODY_1|0
the second approach|DT JJ NN|BODY_1|0
a higher traffic|DT JJR NN|BODY_6|0
the physical channels|DT JJ NNS|BODY_5|0
the static ones|DT JJ NNS|BODY_3|0
relatively large packets|RB JJ NNS|BODY_3|0
the network diameter|DT NN NN|BODY_6|0
second generation multicomputers|JJ NN NNS|BODY_1|0
any faulty node|DT NN NN|BODY_3|0
the alternative paths|DT NN NNS|BODY_4|0
the node number|DT NN NN|BODY_5|0
four outgoing messages|CD JJ NNS|BODY_2|0
different load conditions|JJ NN NNS|BODY_6|0
x and y|NN CC NN|BODY_10|0
uneven channel multiplexing|JJ NN VBG|BODY_4|0
d and r|NN CC NN|BODY_3|0
the output channels|DT NN NNS|BODY_3|0
the multigraph c|DT NN NN|BODY_2|0
the case c|DT NN NN|BODY_2|0
no outgoing arcs|DT JJ NNS|BODY_3|0
more routing options|JJR NN NNS|BODY_6|0
valid alternative paths|JJ NN NNS|BODY_3|0
the average delay|DT JJ NN|BODY_3|0
network size increases|NN NN NNS|BODY_1:BODY_4|0
any legal configuration|DT JJ NN|BODY_4|0
a routing subfunction|DT NN NN|BODY_5|0
the same properties|DT JJ NNS|BODY_2|0
the last flit|DT JJ NN|BODY_4|0
the physical channel|DT JJ NN|BODY_2|0
two opposite effects|CD JJ NNS|BODY_3|0
the original channel|DT JJ NN|BODY_1|0
alternative output channels|JJ NN NNS|BODY_6|0
each routing algorithm|DT NN NN|BODY_1|0
whose header flit|WP$ NN NN|BODY_4|0
a larger number|DT JJR NN|BODY_6|0
a given queue|DT VBN NN|BODY_3|0
some interesting considerations|DT JJ NNS|BODY_12:BODY_13|0
that r 1|DT NN CD|BODY_15|0
c 1 less|NN CD JJR|BODY_9|0
the actual traffic|DT JJ NN|BODY_5|0
any channel bandwidth|DT NN NN|BODY_4|0
a given flit|DT VBN NN|BODY_10|0
4.1 multicomputer model|CD NN NN|BODY_1|0
its header flit|PRP$ NN NN|BODY_2|0
an optimal number|DT JJ NN|BODY_2|0
absolute performance measures|JJ NN NNS|BODY_3|0
the same destination|DT JJ NN|BODY_9|0
a minimal (|DT JJ -LRB-|BODY_2|0
a physical channel|DT JJ NN|BODY_1|0
a deadlock .2|DT NN NN|BODY_10|0
the previous node|DT JJ NN|BODY_11|0
the flow control|DT NN NN|BODY_6|0
the basic function|DT JJ NN|BODY_3|0
the theorem proof|DT NN NN|BODY_7|0
the worst case|DT JJS NN|BODY_5|0
a full queue|DT JJ NN|BODY_5|0
a direct dependency|DT JJ NN|BODY_6:BODY_12|0
an output queue|DT NN NN|BODY_5|0
a routing algorithm|DT NN NN|BODY_6|0
0.4 flits/cycle/node delay|CD NN NN|BODY_16|0
network perfor- mance|NN NNS NN|BODY_3|0
100000 virtual channels|CD JJ NNS|BODY_7|0
its desti- nation|PRP$ NNS NN|BODY_21|0
all the nodes|DT DT NNS|BODY_3|0
an analysis [5|DT NN NN|BODY_1|0
congestion and cycles|NN CC NNS|BODY_7|0
the next section|DT JJ NN|BODY_4|0
the simulation results|DT NN NNS|BODY_1|0
definitions and theorems|NNS CC NNS|BODY_1|0
the same way|DT JJ NN|BODY_1|0
2.2 to 3|CD TO CD|BODY_5|0
g( c;e )|JJ NN -RRB-|BODY_15|0
any other message|DT JJ NN|BODY_6|0
a straight-forward extension|DT JJ NN|BODY_1|0
the next message|DT JJ NN|BODY_5|0
let r 2|VB NN CD|BODY_1|0
consideration 3 )|NN CD -RRB-|BODY_4|0
the message-passing mechanism|DT NN NN|BODY_5|0
78000 busy channels|CD JJ NNS|BODY_3|0
the same algorithm|DT JJ NN|BODY_1|0
an alternative way|DT JJ NN|BODY_1|0
deadlock-free routing algorithms|JJ NN NNS|BODY_3|0
several adaptive algorithms|JJ JJ NNS|BODY_1|0
4 evaluation methodology|CD NN NN|BODY_1|0
the other hand|DT JJ NN|BODY_1|0
more physical channels|RBR JJ NNS|BODY_1|0
the old one|DT JJ CD|BODY_6|0
