that|WDT|BODY_12:BODY_11:BODY_17:BODY_21:BODY_15:BODY_2:BODY_3:BODY_4:BODY_6:BODY_5:BODY_1:BODY_44:BODY_10:BODY_7:ABSTRACT_9:BODY_9|4
the various frequency-distribution bounds|DT JJ NN NNS|BODY_3|0
the only possible values|DT JJ JJ NNS|BODY_7|0
the lower bound ss|DT JJR JJ NN|BODY_4|0
the frequency- distribution analysis|DT NNS NN NN|BODY_8|0
.2 e level 3|CD NN NN CD|BODY_3|0
an ntersection upper bounds|DT NN JJ NNS|BODY_4|0
just a few parameters|RB DT JJ NNS|BODY_7|0
a multivariate probability distribution|DT JJ NN NN|BODY_2|0
no higher  levels|DT JJR NN NNS|BODY_10|0
almost all the univers|RB PDT DT NNS|BODY_5|0
the more space e|DT JJR NN NN|BODY_1|0
the least frequent value|DT JJS JJ NN|BODY_11|0
h ( j )<l|NN -LRB- JJ NN|BODY_7|0
the universe uppe ound|DT NN JJ NN|BODY_4|0
a few distribution parameters|DT JJ NN NNS|BODY_8|0
just a covering set|RB DT VBG NN|BODY_17|0
several different bounding methods|JJ JJ NN NNS|BODY_2|0
a conjunctive normal form|DT JJ JJ NN|BODY_8|0
n a hyperrectangular region|RB DT JJ NN|BODY_5|0
some quite different methods|DT RB JJ NNS|BODY_2|0
min(7,25 )+min( 15,10 )=17|CD NN CD CD|BODY_6|0
the binfreq( u,j,k )|DT NN NN -RRB-|BODY_5|0
the m-fold partitioning r|DT JJ NN NN|BODY_4|0
strong but simple correlations|JJ CC JJ NNS|BODY_9|0
( ( min d|-LRB- -LRB- NN NN|BODY_10|0
the 95 % overlap|DT CD NN NN|BODY_7|0
the intersection h(j )|DT NN NN -RRB-|BODY_3|0
no or minor correlations|DT CC JJ NNS|BODY_4|0
some other set j|DT JJ VBN NN|BODY_8|0
most common ) state|RBS JJ -RRB- NN|BODY_4|0
at least one set|IN JJS CD VBN|BODY_2|0
the most common age|DT RBS JJ NN|BODY_4|0
a lower bound of|DT JJR VBN IN|BODY_7|0
the two mode frequencies|DT CD NN NNS|BODY_2|0
the minimum mode frequency|DT NN NN NN|BODY_18|0
at least one attribute|IN JJS CD NN|BODY_4|0
the median requency value|DT JJ NN NN|BODY_13|0
econd most common value|JJ RBS JJ NN|BODY_6|0
an upper bound of|DT JJ JJ IN|BODY_2|0
these three equivalent expressions|DT CD JJ NNS|BODY_1|0
the mode r frequency|DT NN NN NN|BODY_4|0
a certain r attribute|DT JJ NN NN|BODY_7|0
some hese mathematical results|DT JJ JJ NNS|BODY_8|0
he same set-parity queries|PRP JJ NN NNS|BODY_6|0
any numeric attribute j|DT JJ NN JJ|BODY_10|0
maxima and minima statistics|NN CC NN NNS|BODY_1|0
two numeric attributes r|CD JJ NNS NN|BODY_1|0
such antisampling  methods|JJ JJ NN NNS|BODY_4|0
level 5 upper bounds|NN CD JJ NNS|BODY_1|0
bound certain subse counts|VBN JJ JJ NNS|BODY_7|0
level 5 lower bounds|NN CD JJR NNS|BODY_1|0
the e frequency-distribution bounds|DT NN NN VBZ|BODY_5|0
multidimensional intersection range analysis|JJ NN NN NN|BODY_1|0
more general-purpose and simpler|JJR JJ CC JJR|BODY_4|0
the three factored forms|DT CD JJ NNS|BODY_1|0
the e lower bounds|DT NN JJR NNS|BODY_1|0
unusually many common values|RB JJ JJ NNS|BODY_10|0
a smalle yperrectangular region|DT JJ JJ NN|BODY_9|0
a corresponding level-4 term|DT JJ NN NN|BODY_12|0
enables other simplification laws|VBZ JJ NN NNS|BODY_1|0
the intersection or union|DT NN CC NN|BODY_6|0
the largest possible value|DT JJS JJ NN|BODY_17|0
this|DT|BODY_5:BODY_11:BODY_34:BODY_15:BODY_26:BODY_2:BODY_1:BODY_4:BODY_7:BODY_30:BODY_9|2
the size|DT NN|BODY_16:BODY_21:BODY_13:BODY_2:BODY_1:BODY_14:BODY_3:BODY_4:BODY_7:BODY_8:BODY_20:BODY_9|9
an upper|DT JJ|BODY_12:BODY_11:BODY_17:BODY_2:BODY_3:BODY_14:BODY_6:BODY_5:BODY_27:BODY_1:BODY_10:BODY_7:BODY_20:BODY_9|7
bounds|NNS|BODY_12:BODY_5:BODY_11:BODY_16:BODY_2:BODY_1:BODY_3:BODY_4:BODY_10:BODY_7:BODY_8|5
the mode frequency|DT NN NN|BODY_11:BODY_5:BODY_2:BODY_1:BODY_4:BODY_7|2
the frequency|DT NN|BODY_6:BODY_12:BODY_11:BODY_5:BODY_15:BODY_2:BODY_3:BODY_10:BODY_4|2
the intersection|DT NN|BODY_6:BODY_11:BODY_5:BODY_15:BODY_2:BODY_3:BODY_4:BODY_10:BODY_7:BODY_8|5
an upper bound|DT JJ JJ|BODY_6:BODY_12:BODY_11:BODY_18:BODY_2|1
the two sets|DT CD NNS|BODY_41:BODY_5:BODY_13|1
the level 1|DT NN CD|BODY_11:BODY_1|1
some attribute j|DT NN NN|BODY_12:BODY_7|1
the regression line|DT NN NN|BODY_10:BODY_7|1
a ( i|DT -LRB- NN|BODY_27:BODY_25|2
the early stages|DT JJ NNS|BODY_3|1
an attribute j|DT NN NN|BODY_5|1
, and again|, CC RB|BODY_10|1
ours ( handling|JJ -LRB- NN|BODY_7|1
one important situation|CD JJ NN|BODY_38|1
the regression fit|DT NN NN|BODY_3:BODY_4|2
that set i|DT NN NN|BODY_2:BODY_3|1
the revised bound|DT VBN VBN|BODY_6|1
conjuncts or disjuncts|NNS CC NNS|BODY_4|1
a this information|DT DT NN|BODY_12|1
the mod requencies|DT JJ NNS|BODY_3|1
the actual distribution-we|DT JJ NN|BODY_6|1
the size n|DT NN NN|BODY_4|1
binfreq(i ,j,k )|JJ NN -RRB-|BODY_12:BODY_24|1
nd 34 inclusive|NN CD JJ|BODY_23|1
our previous notation|PRP$ JJ NN|BODY_11|1
just the difference|RB DT NN|BODY_3|1
a given range|DT VBN NN|BODY_3|1
several critical issues|JJ JJ NNS|BODY_5|1
all possible values|DT JJ NNS|BODY_16|1
database query performance|NN NN NN|BODY_6|1
a given attribute-|DT VBN NNS|BODY_10|1
more detailed information|RBR JJ NN|BODY_13|1
subregions or bins |NNS CC NNS|BODY_5|1
( a )|-LRB- DT -RRB-|BODY_13|1
univariate range analysis|JJ NN NN|BODY_11:BODY_1|1
the mode values|DT NN NNS|BODY_2|1
the exact distribution|DT JJ NN|BODY_7|1
r numeric attributes|NN JJ NNS|BODY_12:BODY_17|1
b(x ,j )|JJ NN -RRB-|BODY_18:BODY_13|1
this least frequency|DT RBS NN|BODY_11|1
a formula analogous|DT NN NN|BODY_9|1
greater than 1|JJR IN CD|BODY_8|1
the intersection formula|DT NN NN|BODY_10|1
each set i|DT VBN FW|BODY_13|1
their upper bounds|PRP$ JJ NNS|BODY_31|1
the analogous formula|DT JJ NN|BODY_9|1
a census database|DT NN NN|BODY_8|1
the actual distribution|DT JJ NN|BODY_6|1
the universe (|DT NN -LRB-|BODY_12|1
d(i ,j )|JJ NN -RRB-|BODY_6|1
7. conclusion e|DT NN NN|BODY_1|1
a a c|DT DT NN|BODY_7|1
age 30-34 eseparately|NN CD NN|BODY_29|1
commutativity and associativity|NN CC NN|BODY_1|1
some relevant work|DT JJ NN|BODY_1|1
previous work analysis|JJ NN NN|BODY_1|1
he|PRP|BODY_6:BODY_28:BODY_2:BODY_1:BODY_3:BODY_4:BODY_8:BODY_9|2
upper bounds|JJ NNS|BODY_5:BODY_1:BODY_2:BODY_3:BODY_4|2
the median frequency|DT JJ NN|BODY_13:BODY_19:BODY_9|0
all the sets|PDT DT NNS|BODY_11:BODY_5:BODY_25:BODY_7|0
the possible values|DT JJ NNS|BODY_6:BODY_13:BODY_9|0
the first formula|DT JJ NN|BODY_5:BODY_4|0
the minimum-term form|DT JJ NN|BODY_2|0
the ith set|DT JJS NN|BODY_13:BODY_24:BODY_9|0
level 5 information|NN CD NN|BODY_5:BODY_18:BODY_2|0
the same way|DT JJ NN|BODY_4|0
the intersection set|DT NN NN|BODY_11:BODY_10|0
intersections and unions|NNS CC NNS|BODY_6:BODY_5|0
values|NNS|BODY_6:BODY_11:BODY_2:BODY_14:BODY_3:BODY_4:BODY_10:BODY_7:BODY_9|1
each attribute value|DT NN NN|BODY_5:BODY_7:BODY_8|0
the best form|DT JJS NN|BODY_1:BODY_4|0
their number ofsolutions|PRP$ NN NNS|BODY_4|0
the frequency distribution|DT NN NN|BODY_11:BODY_9|0
a minimum-gate form|DT JJ NN|BODY_6|0
the univariate distributions|DT JJ NNS|BODY_16|0
iterative relaxation methods|JJR NN NNS|BODY_2|0
nonzero lower bounds|RB JJR NNS|BODY_5:BODY_4|0
a different bound|DT JJ VBN|BODY_2|0
the level 4|DT NN CD|BODY_2|0
the a+b )|DT NN -RRB-|BODY_7|0
the d+e )|DT NN -RRB-|BODY_11|0
their ntersection size|PRP$ NN NN|BODY_2|0
database access methods|NN NN NNS|BODY_2|0
thenmultivariate ( section|JJ -LRB- NN|BODY_7|0
4a upper bounds|DT JJ NNS|BODY_2|0
the simplest case|DT JJS NN|BODY_9|0
most frequent value|RBS JJ NN|BODY_12:BODY_7:BODY_8|0
less prior knowledge|JJR JJ NN|BODY_2|0
the data distribution|DT NNS NN|BODY_8|0
the set intersection|DT NN NN|BODY_2:BODY_3|0
a finite universe|DT JJ NN|BODY_7|0
every different way|DT JJ NN|BODY_6|0
high variance r|JJ NN NN|BODY_2|0
frequency distributions ofattributes|NN NNS NNS|BODY_5|0
a strong relationship|DT JJ NN|BODY_2|0
an arbitrary attribute|DT JJ NN|BODY_2|0
the universe )|DT NN -RRB-|BODY_12:BODY_7|0
the above determination|DT JJ NN|BODY_2|0
a set intersection|DT NN NN|BODY_1:BODY_3:BODY_8|0
the actual statistic|DT JJ NN|BODY_2|0
the set union|DT NN NN|BODY_8|0
an attribute f|DT NN NN|BODY_14|0
an unindexed set|DT JJ NN|BODY_4|0
the average length|DT JJ NN|BODY_12|0
a boolean expression|DT JJ NN|BODY_3|0
the page-fetch effort|DT NN NN|BODY_20|0
i ranch-and-bound algorithms|NN NN NNS|BODY_5|0
both figure 3|DT NN CD|BODY_3|0
whenever one expression|WRB CD NN|BODY_14|0
  reference|VBN VBN NN|BODY_21|0
the mod requency|DT JJ NN|BODY_2|0
at least one|IN JJS CD|BODY_2:BODY_1|0
these storage requirements|DT NN NNS|BODY_1|0
just the size|RB DT NN|BODY_3|0
potentially enormous space|RB JJ NN|BODY_6|0
the last section|DT JJ NN|BODY_2|0
a different line|DT JJ NN|BODY_4|0
the a analysis|DT DT NN|BODY_3|0
the chosen sets|DT VBN NNS|BODY_2|0
the level-1 calculation|DT JJ NN|BODY_6|0
the same information|DT JJ NN|BODY_3|0
the statistical form|DT JJ NN|BODY_8|0
unique integer identifiers|JJ NN NNS|BODY_7|0
set expression equivalent|VBN NN NN|BODY_10|0
the intersection size|DT NN NN|BODY_2:BODY_3|0
over 100,000 dollars|IN CD NNS|BODY_17|0
level 1 information|NN CD NN|BODY_17:BODY_1:BODY_9|0
too many correlations|RB JJ NNS|BODY_23|0
a further discussion|DT JJ NN|BODY_2|0
. hese transformations|. NN NNS|BODY_9|0
different measures (tests|JJ NNS NNS|BODY_8|0
the a information|DT DT NN|BODY_12|0
x -l]-s /(|NNP NNP NNP|BODY_10|0
too few items|RB JJ NNS|BODY_7|0
 statistical data|JJ JJ NNS|BODY_4|0
the jth attribute|DT JJ NN|BODY_5:BODY_10|0
a wrong choice|DT JJ NN|BODY_5|0
the same values|DT JJ NNS|BODY_4|0
a particular attribute|DT JJ NN|BODY_11:BODY_15|0
a certain range|DT JJ NN|BODY_6|0
embedded set descriptions|VBN VBN NNS|BODY_6|0
the manner c|DT NN NN|BODY_7|0
hours or days|NNS CC NNS|BODY_6|0
the lower ound|DT JJR NN|BODY_13|0
absolute (yes-or-no )|JJ NN -RRB-|BODY_3|0
the data beforehand|DT NNS NN|BODY_5|0
nonzero lower bound|RB JJR VBN|BODY_12|0
l estimate parameters|JJ NN NNS|BODY_6|0
section 6.1 )|NN CD -RRB-|BODY_6|0
the preceding ones|DT VBG NNS|BODY_2|0
oncludes ( section|NNS -LRB- NN|BODY_15|0
widely-different data distributions|JJ NNS NNS|BODY_6|0
the origina ange|DT NN NN|BODY_3|0
several minimum-term forms|JJ JJ NNS|BODY_13|0
the minima (|DT NN -LRB-|BODY_2|0
only one example|RB CD NN|BODY_3|0
the only records|DT JJ NNS|BODY_17|0
the intersected sets|DT JJ NNS|BODY_4|0
statistical a databases|JJ DT NNS|BODY_5|0
the universe u,|DT NN NN|BODY_15|0
1 lower bounds|CD JJR NNS|BODY_2|0
the above range|DT JJ NN|BODY_7|0
univariate range bounds|JJ NN NNS|BODY_2|0
a distributiv aw|DT NN NN|BODY_8|0
the multivariable distributions|DT JJ NNS|BODY_7|0
edian frequency statistics|JJ NN NNS|BODY_8|0
a unique code|DT JJ NN|BODY_3|0
approximately equal-size groups|RB JJ NNS|BODY_2|0
some large sets|DT JJ NNS|BODY_4|0
the uniform distribution|DT JJ NN|BODY_3|0
multiple relational-database selection|JJ NN NN|BODY_3|0
their own right|PRP$ JJ NN|BODY_3|0
a set other|DT NN JJ|BODY_10|0
only one ship|RB CD NN|BODY_8|0
the l set|DT JJ NN|BODY_7|0
an upper deviation|DT JJ NN|BODY_11|0
section 6 )|NN CD -RRB-|BODY_4|0
two estimate methods|CD NN NNS|BODY_5|0
d( u,j )|JJ NN -RRB-|BODY_27:BODY_13|0
o range-restriction bounds|IN NN NNS|BODY_3|0
the above experiments|DT JJ NNS|BODY_3|0
equivalence nother problem|NN NN NN|BODY_2|0
a simple illustration|DT JJ NN|BODY_3|0
min( 15,17 )+min(|NN CD NN|BODY_3|0
a useful heuristic|DT JJ JJ|BODY_5|0
the range-analysis bounds|DT NN NNS|BODY_2|0
a containingrange partition|DT NN NN|BODY_2|0
the subset count|DT NN NN|BODY_4|0
the chebyshev type|DT NN NN|BODY_5|0
these range analysis|DT NN NN|BODY_3|0
the best kind|DT JJS NN|BODY_3|0
level 1 r|NN CD NN|BODY_2|0
the corresponding counts|DT JJ NNS|BODY_6|0
the mode frequencies|DT NN NNS|BODY_5|0
the sameestimated cost|DT JJ NN|BODY_4|0
the standard notation|DT JJ NN|BODY_7|0
the equivalence classes|DT NN NNS|BODY_4|0
the frequency distributions|DT NN NNS|BODY_12|0
exactly which values|RB WDT NNS|BODY_7|0
two exponential distributions|CD JJ NNS|BODY_12|0
an odd number|DT JJ NN|BODY_20|0
a articular value|DT JJ NN|BODY_14|0
an obvious extension|DT JJ NN|BODY_3|0
a set union|DT NN NN|BODY_3|0
u, and store|NN CC NN|BODY_5|0
d ( i|NN -LRB- NN|BODY_30|0
a ,0 )=a|DT CD NN|BODY_6|0
the five levels|DT CD NNS|BODY_3|0
a [5 ]|DT CD NN|BODY_12|0
randomly distributed data|RB VBN NNS|BODY_3|0
just the sum|RB DT NN|BODY_3|0
the algebraic formula|DT JJ NN|BODY_10|0
a fixed ordering|DT JJ NN|BODY_5|0
exact values values|JJ NNS NNS|BODY_5|0
intersections ( section|NNS -LRB- NN|BODY_7|0
a synthetic database|DT JJ NN|BODY_2|0
routine bureaucratic activity|JJ JJ NN|BODY_5|0
most common value|RBS JJ NN|BODY_21|0
very little space|RB JJ NN|BODY_8|0
tagged frequency distributions|JJ NN NNS|BODY_2|0
just a store|RB DT NN|BODY_4|0
the number ccurrences|DT NN NNS|BODY_5|0
integer-solution ) equation|NN -RRB- NN|BODY_3|0
3a upper bounds|DT JJ NNS|BODY_2|0
the actual intersection|DT JJ NN|BODY_4|0
the two frequencies|DT CD NNS|BODY_23|0
all preferable (|DT JJ -LRB-|BODY_6|0
these new sets|DT JJ NNS|BODY_1|0
such range-partition set|JJ NN NN|BODY_5|0
a large join|DT JJ VB|BODY_4|0
a finer level|DT NN NN|BODY_4|0
the same order|DT JJ NN|BODY_5|0
the poisson )|DT NN -RRB-|BODY_5|0
( 3 )|-LRB- CD -RRB-|BODY_3|0
the first distribution|DT JJ NN|BODY_2|0
the unfactored equivalent|DT JJ JJ|BODY_9|0
different equivalence classes|JJ NN NNS|BODY_3|0
our two criteria|PRP$ CD NNS|BODY_6|0
the frequency- distribution|DT NNS NN|BODY_4|0
the last minima|DT JJ NN|BODY_4|0
the maximum number|DT JJ NN|BODY_7|0
m(i ,j )|JJ NN -RRB-|BODY_6|0
the set-description language|DT NN NN|BODY_1|0
sum different kind|NN JJ NN|BODY_3|0
the complement (|DT NN -LRB-|BODY_5|0
a database user|DT NN NN|BODY_3|0
sets and attributes|NNS CC NNS|BODY_4|0
the above bound|DT JJ VBN|BODY_4|0
a possible partition|DT JJ NN|BODY_11|0
the ith se|DT JJS NN|BODY_4|0
analysis and experiments|NN CC NNS|BODY_2|0
the best one|DT JJS NN|BODY_6|0
the formal summary|DT JJ NN|BODY_4|0
the f formula|DT NN NN|BODY_7|0
the e sizes|DT NN NNS|BODY_5|0
ha requency e|WP NN NN|BODY_7|0
a  universe|DT JJ NN|BODY_9|0
the next level|DT JJ NN|BODY_7|0
the standard deviation|DT JJ NN|BODY_15|0
commutativity or associativity|NN CC NN|BODY_3|0
the inner minima|DT JJ NN|BODY_3|0
a  compilation |DT NN NN|BODY_7|0
lef olumns )|JJ NNS -RRB-|BODY_3|0
2b and 3b|JJ CC JJ|BODY_3|0
considere pper bounds|RB JJ NNS|BODY_3|0
set-size determination techniques|JJ NN NNS|BODY_3|0
the storage calculations|DT NN NNS|BODY_1|0
the universe set|DT NN NN|BODY_26|0
their greater importance|PRP$ JJR NN|BODY_3|0
no good way|DT JJ NN|BODY_6|0
possibly strong correlations|RB JJ NNS|BODY_6|0
each level-3a term|DT JJ NN|BODY_10|0
very ifferent counts|RB JJ NNS|BODY_14|0
some statistical techniques|DT JJ NNS|BODY_7|0
the same page|DT JJ NN|BODY_12|0
a few s|DT JJ VBZ|BODY_4|0
some lower bounds|DT JJR NNS|BODY_5|0
indirect inferences [5]|JJ NNS NN|BODY_6|0
no comparable multiplication|DT JJ NN|BODY_7|0
level 5 bounds|NN CD NNS|BODY_6|0
a fixed order|DT JJ NN|BODY_4|0
s f discrete|VBZ NN NN|BODY_7|0
the original distribution|DT JJ NN|BODY_6|0
a mode frequency|DT NN NN|BODY_15|0
a linear diophantine|DT NN NN|BODY_2|0
several matchings ncluding|JJ NNS NN|BODY_3|0
all different values|DT JJ NNS|BODY_13|0
a boolean-algebra expression|DT NN NN|BODY_5|0
each original set|DT JJ NN|BODY_10|0
2 ) e|CD -RRB- NN|BODY_6|0
a particular range|DT JJ NN|BODY_9|0
a mathematical formula|DT JJ NN|BODY_13|0
level 3 information|NN CD NN|BODY_2|0
these two sets|DT CD NNS|BODY_2|0
the closed-form formulae|DT NN NNS|BODY_4|0
a lower bound|DT JJR VBN|BODY_7|0
space evel 5|NN NN CD|BODY_10|0
the horizontal axis|DT JJ NN|BODY_7|0
their intersection size|PRP$ NN NN|BODY_4|0
the sampling ratio|DT NN NN|BODY_8|0
many equivalent forms|JJ JJ NNS|BODY_4|0
figure 2 )|NN CD -RRB-|BODY_6|0
four data values|CD NNS NNS|BODY_7|0
a normal curve|DT JJ NN|BODY_3|0
the age attribute|DT NN NN|BODY_4|0
the extra values|DT JJ NNS|BODY_14|0
the independence assumption|DT NN NN|BODY_3|0
use multivariate distributions|NN JJ NNS|BODY_2|0
the new range|DT JJ NN|BODY_8|0
the above table|DT JJ NN|BODY_8|0
lassical probability distribution|JJ NN NN|BODY_2|0
the mode value|DT NN NN|BODY_6|0
the null set|DT JJ NN|BODY_4|0
the universe u|DT NN NN|BODY_4|0
the nationality attribute|DT NN NN|BODY_8|0
a hyperrectangular region|DT JJ NN|BODY_2|0
any equivalence class|DT NN NN|BODY_7|0
that age range|WDT NN NN|BODY_6:BODY_16|0
these three things|DT CD NNS|BODY_2|0
) et i2|-RRB- NNP NN|BODY_13|0
4 uppe ounds|CD JJ NNS|BODY_2|0
m2(i ,j )|CD NN -RRB-|BODY_5|0
the sum statistic|DT NN NN|BODY_2|0
various multivariate generalizations|JJ JJ NNS|BODY_2|0
bounds or estimates|NNS CC NNS|BODY_13|0
